"bias_MLE_beta1" "bias_MLE_beta2" "bias_MLE_gama1" "bias_MLE_lambda1"
-0.0144561457061412 0.00115574566204264 0.0656024378757546 -0.0321442495249778
0.00470392446394052 0.0317437711267045 0.00646829675251332 0.15111318758121
-0.0043121466984282 0.0108868181212623 -0.0724388227291 0.686534103861807
-0.00729489142473723 -0.0203205884112354 0.124972542737864 -0.278478175519889
-0.00502970213892356 -0.0443486750944151 0.049020581184159 -0.412414862492637
-0.00888682194854985 -0.0197533642550392 0.168419963586428 -0.633871595729539
0.00148666300105785 0.0104678442679758 -0.00951023937007719 0.129141020888456
-0.0107193465109186 -0.0240875842479432 -0.0644297096565681 0.327158003337053
0.00776886658673309 0.00699839226973712 0.188141309713885 -0.331569356989242
0.00258719539851957 -0.00898312804992547 -0.103570399326411 0.142480635746167
0.0124954054829374 0.00722918936663506 -0.148192108821236 1.30392373572817
0.000403286946437489 0.00850340185961475 -0.0583987837539214 -0.0706196519889646
0.0104333028176462 0.00385386773293229 -0.0382225244048116 -0.0161836991545061
0.00573659078542796 0.0352364292585865 0.0352293262034093 -0.184929414328334
-0.00768392748311053 -0.0323979061306037 -0.101836107068225 0.204807913990888
0.00879094710890867 0.0149013090126171 0.276723634856922 -0.294302479196144
0.000315743066874648 0.0356493494492834 -0.062111881361271 -0.055830734105416
0.0145526551726263 0.0192787909086004 -0.0636177750622673 1.65997307207479
-0.0211450894670589 -0.00617936661959697 0.049013477988767 -0.0773136534362031
-0.00985730681489188 -0.0200830321123584 -0.155672290961782 0.36321109620428
0.0024709902068367 0.0392914090679984 0.0990551238091291 -0.428693795693204
-0.00565952536478098 0.00375271188536874 0.101910045144211 -0.17500672009908
-0.00663866060123573 -0.0161562834573281 -0.149436189667127 0.508392021884157
-0.0108594075207493 0.00779742289509457 -0.0590316873714353 0.251692860019662
0.0296968561634611 0.0325260610696012 -0.0141769308002428 0.0113251948527381
-0.00786913958427617 -0.00201628994892403 -0.00690035318669539 -0.0858819088130513
0.0101027662473838 0.00588364933131632 -0.0173512867435945 0.0888102281084277
0.0104456638361484 -0.00207147789843586 0.0172154067842576 -0.0299548611604301
-0.00931828528995073 -0.000345362697524864 -0.0564384448796077 0.427617505999094
-0.0037355523549807 -0.0268813722769322 0.0974562747107926 -0.346166932858865
0.0042852303204808 0.0109730041807699 0.0286170052860513 -0.279901293562389
0.00471512980255076 0.00493410564133334 -0.131272219386857 0.249134468817063
-0.0117478795043247 -0.0310223310597835 0.11731508458811 -0.343765115701184
-0.00848362296224306 -0.0164843772536027 0.154150426523786 -0.164448110397799
0.00950725531742724 0.0126696826837123 0.121921192707706 -0.071230040725381
0.00201194009862203 0.0292358608554077 -0.145895486038396 0.922363407255875
0.00870324007493371 -0.00710490971273167 -0.0455921460614736 0.0762945268371314
-0.00654102053035814 -0.0137592894713962 0.11983552364256 -0.573382281641734
-0.0265396070699822 -0.0579166576433789 -0.0726882180482158 0.300416447440033
-0.00329488305480412 -0.00023632511189452 0.0956802668063845 -0.180118859369372
-0.0208788504675411 -0.051936055626651 -0.0895981729974787 0.61128534367399
0.00317269458410201 -0.00906638439047294 0.0347184283462068 -0.426677943790912
0.0123616357992355 -0.00267967794176601 0.0467979242521814 -0.321779885486377
-8.08955557816291e-05 -0.00044032064284723 -0.0400140097357242 0.110564161486708
-0.0162963980622798 -0.00346167058022785 0.0518326417197895 -0.100245274402879
-0.0001837102985905 -0.0370671233287651 0.0656990694926229 0.333948694215471
0.00349470078621031 -0.00684330768353281 0.0493482576216286 -0.0860829131167637
0.0282104762266901 0.0567390588634605 0.0923973530907332 -0.428769503155645
0.00205444034008297 0.00530047360310646 0.0463819279603313 -0.258287819918316
-0.00153811177514825 -0.0251541939616762 -0.123897453181074 1.3987559664771
0.00306957206258215 0.0161738666787337 -0.0774742126164145 0.13943289114772
-0.00640897606343984 -0.0124191705333656 0.0287726283617109 0.227564317469839
-0.022487113933697 -0.0283672701663886 0.151394131030349 0.0569293970852733
-0.0054658147983574 0.00263383895709575 -0.0886590368454404 0.325591156144943
-0.00833682580017415 -0.0321759184761461 -0.0589220723571668 0.0432152526708211
0.00584984306986798 -0.00584248440382593 0.140885106671265 -0.660485070189345
