"MLE_beta1" "MLE_beta2" "MLE_gama1" "MLE_gama2" "MLE_lambda1"
1.08610963658924 0.842581097957941 -1.05574892226007 1.43451569105654 -0.613426701458735
1.169214333326 0.552853478613779 -1.18841885492057 1.53312225864826 -0.22387927934477
1.13338038193537 0.645959086963302 -1.00412968493915 1.30477540787031 -0.352239337870437
1.09787085256227 0.848574664898438 -1.10302116465967 1.65767768826985 -0.779388806825873
1.02954594285269 0.764404448951659 -1.14988007009685 1.70655295459263 -0.508170405522625
1.12810613890382 0.491786607643319 -1.06856393569679 1.60004992780221 -0.483617091563445
1.10663662390397 0.706824670596512 -1.15095064717028 1.73892797905104 -0.543394721208924
1.07644735640062 0.62796582473268 -1.00251592809373 1.34826259195904 -0.346891934881411
1.10365229363173 0.719097332101683 -1.22487991097334 1.72380039099245 -0.418607869152197
1.13911162388867 0.600989880142082 -1.22450221631256 1.8586685843725 -0.641321666874784
1.10251921360347 0.742471285595096 -1.08522022254205 1.59155260170239 -0.549798312778665
1.09359812877511 0.785873555354656 -1.1705103842008 1.61112023507938 -0.462111469907635
1.10524253661309 0.706444380947769 -1.00856713955528 1.37351426940862 -0.350208835530472
1.156044081662 0.727759643459555 -0.994804446924127 1.37792711910926 -0.593735788764169
1.11663188871219 0.671879563913927 -1.15074571271636 1.68269921131216 -0.40740677661929
1.14486728179017 0.616349110887344 -1.06842741682338 1.63875391323927 -0.516675313259848
1.05657382586604 0.868321918886839 -0.925510844097451 1.5329670733971 -0.925122434120557
1.0616961205572 0.799709953181666 -1.19955663818397 1.78332159153744 -0.489102961591626
1.09664439543452 0.544050558130748 -1.169904172066 1.62898326578983 -0.372864715793936
1.02462640188099 0.936998308840979 -1.06663587156671 1.57144405738668 -0.532441840596649
1.06181032437715 0.767111865524528 -1.14312514084914 1.71282780590237 -0.628573494141448
1.02122334345509 0.897542030038921 -1.00378151000906 1.48525666318219 -0.645825023214758
1.09739637938235 0.641869595247463 -1.03222937005482 1.39360583664406 -0.336826182925627
1.03769879949125 0.951147930714726 -1.26875948141289 1.87732482162687 -0.434927767366478
1.05347990652476 0.963777896976083 -1.12759882834095 1.5985518366292 -0.569804029198073
1.07982273893631 0.651175102084789 -1.12050157393825 1.4741178433434 -0.295954283897226
1.17473842172995 0.548230899665734 -1.0552739190604 1.6914028659544 -0.586731810303211
1.10110336034252 0.690264795690842 -1.06386958429321 1.56225470502128 -0.59348461399616
1.09287961810846 0.896659646619373 -1.10984425892945 1.67292320620746 -0.733674507260897
1.03297773811216 0.841463541428046 -1.16701799646566 1.69856920966878 -0.698526135295264
1.08599733918075 0.895742050309293 -1.0040461463092 1.34082872608102 -0.694767072238862
1.03303724616534 0.73867928545829 -1.02502420970585 1.38800302917285 -0.530090535880125
