"bias_MLE_beta1" "bias_MLE_beta2" "bias_MLE_gama1" "bias_MLE_gama2" "bias_MLE_lambda1"
-0.012627603100692 0.203687282797058 -0.0402282524908482 -0.103427693089665 0.22685340291747
0.0629221212054586 -0.21020931626603 0.080380777200515 -0.0417985883448359 -0.55224144131046
0.0303458017594228 -0.0772013043381402 -0.087154831873502 -0.184515370081058 -0.295521324259125
-0.00193558857975461 0.212249521283484 0.002746513326975 0.0360485551686578 0.558777613651745
-0.0640491428611895 0.0920063556452274 0.0453455182698651 0.0665955966203942 0.0163408110452492
0.0255510353671054 -0.297447703366687 -0.02857824027565 3.12048763836947e-05 -0.0327658168731105
0.00603329445815365 0.00974952942358926 0.0463187701547991 0.0868299869069025 0.0867894424178473
-0.0214114941812582 -0.1029059646676 -0.0886218835511547 -0.157335880025599 -0.306216130237178
0.00332026693793175 0.0272819030024042 0.113527191793941 0.0773752443702783 -0.162784261695605
0.0355560217169769 -0.141443028368455 0.113183833011416 0.161667865232814 0.282643333749568
0.0022901941849731 0.0606732651358521 -0.0134361613254118 -0.00527962393600728 0.09959662555733
-0.00581988293171727 0.122676507649509 0.0641003492734502 0.00695014692460985 -0.0757770601847291
0.00476594237553226 0.00920625849681334 -0.0831207822224696 -0.141553581619611 -0.299582328939056
0.0509491651472764 0.0396566335136504 -0.0956323209780667 -0.138795550556714 0.187471577528337
0.0151198988292664 -0.040172051551533 0.0461324661057856 0.0516870070701018 -0.18518644676142
0.0407884379910611 -0.119501270160937 -0.0287023483423851 0.0242211957745438 0.0333506265196961
-0.0394783401217775 0.240459884124056 -0.158626505365953 -0.0418955791268154 0.850244868241114
-0.0348217085843656 0.142442790259523 0.0905060347126958 0.114575994710903 -0.0217940768167478
-0.00305054960497809 -0.222784916956074 0.0635492473327241 0.0181145411186459 -0.254270568412128
-0.0685214528354618 0.33856901262997 -0.0303310258484472 -0.0178474641333271 0.0648836811932989
-0.0347178869298682 0.095874093606469 0.039204673499222 0.0705173786889814 0.257146988282895
-0.0716151423135511 0.282202900055602 -0.0874713545372155 -0.0717145855111301 0.291650046429516
-0.00236692783422673 -0.0830434353607672 -0.0616096635865288 -0.128996352097462 -0.326347634148745
-0.0566374550079561 0.358782758163894 0.153417710375357 0.173328013516794 -0.130144465267044
-0.0422909940683959 0.37682556710869 0.0250898439463142 -0.000905102106752709 0.139608058396147
-0.0183429646033536 -0.0697498541645872 0.0186377944893173 -0.0786763479103728 -0.408091432205549
0.0679440197544996 -0.216813000477522 -0.0406600735814529 0.057126791221499 0.173463620606422
0.00100305485683223 -0.0139074347273681 -0.0328458324607146 -0.0235908093617006 0.18696922799232
-0.00647307444685168 0.280942352313389 0.00894932629949865 0.0455770038796616 0.467349014521795
-0.0609293289889467 0.202090773468638 0.0609254513324207 0.0616057560429886 0.397052270590528
-0.0127296916538637 0.279631500441848 -0.0872307760825444 -0.161982046199366 0.389534144477723
-0.0608752307587798 0.0552561220832719 -0.0681598093583187 -0.132498106766969 0.0601810717602496
0.0196841336627807 0.0218782589689619 -0.0391672820416581 0.0189522444473923 0.259652762971057
-0.0202898470758719 0.141406658792629 0.0173141220815677 -0.0390535112830064 -0.219221273065527
0.059890873380253 -0.188715832954715 0.049750387205614 0.0264551648941365 -0.444569957299476
0.131841314594103 -0.369264322679082 0.0457289357757339 0.0704118459470023 -0.208325818269581
0.00677728079602182 -0.0292535293710213 0.0479684138374581 0.0181683725350153 0.0671492811302525
0.0464581144879033 -0.236076030883182 0.0468926643373421 0.0791472156517574 0.0383441937013229
-0.0359832121053535 0.102313374404309 -0.0124597139922619 -0.068586063638531 -0.223664688829185
-0.0160136626757712 -0.259385473545069 0.0140213614168246 0.0202185124323603 0.0454021687289132
-0.0542807721743262 0.321327626271798 -0.230836950781617 -0.188955495651091 0.609241536626163
0.0184443613196177 -0.0331202213292695 -0.041930188558082 -0.060646422392584 0.0412032794752746
-0.000678482024584507 0.0127491559655758 -0.0346024879739111 -0.0531705123409887 0.238558163996023
0.0228119662244733 -0.0404968488134643 -0.0709407178435357 -0.0677552571628889 0.0782684671743905
-0.0870375836017729 0.312949700254348 -0.0452036453767423 -0.0957567946032213 -0.259182691185865
0.0270886841810336 -0.186897324267515 0.0245629824582686 0.0995634266422389 0.27560586314431
-0.0239407605607997 0.243750743816174 -0.0126983538922679 0.024979980241151 0.464116105261156
-0.00679364703693725 0.149952709706789 -0.0206877897701295 0.0499948004036641 0.243081104674728
-0.0221524600919182 0.145143666945205 0.0447594620265407 0.0423347916295534 0.0533585375519061
0.0213891427747812 0.0574275072054601 -0.0419096535731772 0.0384602577015576 0.114237934232187
-0.0101808304098056 0.0639467743650452 -0.00225442464550534 0.0683212729366348 0.412685557293375
0.0207343504083797 0.0402655010227226 0.0567410133367591 0.028713941890397 -0.245165533737085
-0.00378999953614325 -0.13594556968748 -0.0523602966369717 -0.0514579085999364 0.0163099215454674
-0.00350004529194143 -0.0309299953925879 -0.10573690546918 -0.0515213729014509 0.2161585265701
0.0803768011020739 -0.277929505964865 -0.0194474711483269 -0.0304301864630561 -0.084501124276691
-0.00971733572903931 0.0699215104702119 0.071065473246886 0.105469668159153 0.102111662722693
0.00979243453044878 -0.108598157592392 -0.154889295278879 -0.177884460906421 0.169012848128092
-0.00663213838854381 -0.336970670724356 -0.0341347618789603 -0.133823937757866 -0.413841774950195
0.0207073961745766 0.174999289894522 -0.173985655171367 -0.106614600348531 0.692177087176476
0.017780543324231 -0.123640604689028 0.0654975780269568 -0.00728299271650384 -0.376162705656625
