"MLE_beta1" "MLE_beta2" "MLE_gama1" "MLE_gama2" "MLE_lambda1"
1.00511228402878 1.00142262613505 -1.05263082018227 1.71035270618855 -0.732533828576031
1.21294252045088 0.401276851719198 -1.36271881956605 1.38674837379272 0.166392816653234
1.09472349429885 0.8718012859722 -1.24221640874356 2.0371937319186 -0.597173849170591
1.15827849517115 0.55187761936938 -1.15313778627774 1.81702912952423 -0.370539102319777
1.23773139088657 0.324266799152786 -0.875636326555631 1.14462101863604 -0.610688790709943
1.27856677893251 0.508358174375231 -1.53961977828765 1.76598426351102 -0.0280555812788416
1.16125444593243 0.566419306395282 -0.947598447475251 1.30545830247808 -0.45638113672585
1.26986226257299 0.149386270544452 -1.3471228984068 1.64309724934519 -0.157682617933332
1.15530398391567 0.555593085137182 -0.883409155252272 1.49296355351458 -0.990831306949239
1.16855985446674 0.283381405902395 -1.1027033289629 1.7043501641648 -0.549520636957523
1.25043030707006 0.153092255851761 -1.27720285204177 2.05322663816842 -0.380877987039377
1.13083819318765 0.867428630121333 -1.20521419116235 1.92028714861806 -0.553546048101434
1.11335275938851 0.798402289081351 -1.24957026525605 1.660166254936 -0.503861609949684
1.12605962512331 0.865708277844705 -0.825045327697638 1.32754869134247 -1.09546400023931
1.18596578083608 0.566656236009717 -1.381493182314 1.94623581563776 -0.45663432768447
1.24635104267605 0.428870710898041 -0.937472040311566 1.32521748642584 -0.795030979114363
1.1296414133408 0.588655430867551 -1.18412779900113 1.87731226179363 -0.67704214125193
1.10339513155345 0.798207870726876 -1.17543642900154 1.74631683984703 -0.283845218371409
1.13162880181319 0.701215184137856 -1.41369108034756 1.86790962347947 -0.247618178910275
1.12840995692587 0.912026270208648 -1.2283342223405 1.76114146970438 -0.543847073474043
1.11736161144351 0.908103479192 -0.938029861785162 1.53614493373282 -0.955892695256384
1.1728792190266 0.68590564768477 -0.809536642845522 1.1971539576022 -0.62533349888837
1.11199939640337 0.698282687590376 -0.947373391521573 1.42873652864375 -0.760038836311612
1.18015883370616 0.612643153249192 -0.979801940604753 1.35186855053585 -0.554464135474432
1.23424110944016 0.343652959717619 -1.06557965936061 1.56441568168913 -1.16764481117247
0.811908533357625 1.31718667207848 -1.26665426016242 1.5097068856543 -0.515773359344542
0.976985897062773 1.22655496004241 -1.20508940633013 1.80603301766176 -0.736112810915571
1.15268234817958 0.560098059745596 -1.35311350050681 1.66337982913897 -0.17537123370149
1.12630427369081 0.413468090653666 -1.14015515668712 1.53437318405792 -0.21614805046371
1.09125038603819 0.556612545269171 -1.21851054213228 1.90468902943103 -0.35627950832591
1.15515341120134 0.272825607066498 -1.18222942436482 1.4758669593265 -0.135962691559869
1.12470935801146 0.52940111120991 -1.32119190440468 1.99574631765514 -0.417811313469578
1.11907366049969 0.53241472950494 -1.02219119137027 1.57681735869702 -0.532309369794686
1.15823239032867 0.57118011043578 -1.37612588034065 1.79193888783214 -0.487941267288444
0.99624413942191 0.882355270249723 -1.19113896960531 1.21922834556826 -0.307539577572854
1.19755572638128 0.324364084162166 -1.11679142565885 1.33141092320316 -0.161308443988599
1.04977977206383 1.12918372796955 -1.25240245312342 2.01639937540251 -0.765912261421036
1.10069082127268 0.861962566748423 -0.945637752093215 1.05687831667256 -0.435002592044329
1.10284185628855 0.643583044565084 -1.08611282515029 1.55818076201783 -1.11007571421819
1.04744458635166 0.522660734061493 -1.26090200839961 1.44530531326889 0.171490972892177
1.12613711251648 0.721292715216347 -1.40796710276571 2.21698647190346 -0.587839895068176
1.1298669446224 0.547086943604471 -0.915351263155323 1.16408754478468 -0.363869220953815
1.11747182079895 0.30403336854422 -1.10786165818788 1.52086242583944 -0.201265929242582
1.23590158159935 0.338454944911937 -1.2248280001147 1.78886963294378 -0.584968708437043
1.11850023276419 0.664366329792004 -1.07820056741871 1.23394049862411 -0.303089862566159
1.18798286126991 0.61697984197316 -1.09245269170304 1.58741164158031 -0.803639708406597
1.16922531148475 0.655593762043211 -1.0758812086295 1.43403242456949 -0.466683551616331
1.05391458182617 0.632360668809258 -1.11194368233042 1.54650356670994 -0.415149218078166
1.1956738176437 0.749507373292253 -1.23878636706142 1.57119181839309 -0.333018842208848
1.10479051609998 0.63734582594601 -1.14508710138539 1.58864486619996 -0.138565028644736
1.28957211868949 0.325784196242088 -1.34443849477703 1.62499606953778 -0.0774872427696872
1.1832444216566 0.671002846117288 -1.16562741170641 1.63190112600962 -0.639481487873177
1.25202168647554 0.51390381620104 -1.12778146278091 1.37306657908676 -0.339662615668639
0.996458331005046 1.10785592614016 -1.13821489769231 1.51519870444955 -0.52706258131518
0.934580652900642 1.16686847386745 -1.12956964197155 1.76509704745311 -1.08556314269326
1.01317287944355 0.888266789654747 -1.2618915671196 1.72907144028327 -0.289923922941216
1.13731378521531 0.583572739510025 -1.23953701605984 1.82880592245973 -0.540951741895086
1.05365233471785 0.936370932869146 -1.0863179427036 1.96307017547702 -0.723059652559291
