"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_lambda1"
0.104572896684548 0.359141761637572 0.283887051770575 0.422856696563255 0.49002412034111
0.115970791157112 0.360043912612759 0.273465363307662 0.412721466387169 0.504027225695654
0.113743197261479 0.424103591784616 0.234604803372436 0.352159035221443 0.353990860135546
0.112997701159577 0.319546883933685 0.242725971371584 0.38891463763113 0.558870732895316
0.107612505359918 0.317537822388236 0.245740313317386 0.39798660959597 0.588304301902797
0.103346212496943 0.3116224275328 0.247636694588081 0.391917960429262 0.581226456013249
0.132878350250814 0.447215541479014 0.253941911636293 0.372498123289094 0.401865315076286
0.0939524365241475 0.241265725212433 0.254696120336709 0.440396161054278 1.05004338240192
0.114756926325722 0.379183388543698 0.270784550363337 0.480120321504751 0.574079371109841
0.071715528725531 0.302808014785457 0.254078755038016 0.382351253105494 0.510467151082651
0.0900611520421885 0.33319530468209 0.250080285222994 0.401735049980655 0.538837255379228
0.10371957424835 0.370950424888125 0.258043076637543 0.44213642576159 0.430568034491812
0.105015160214976 0.305961770730541 0.28947048470285 0.411360349207582 0.59007666594542
0.107726759496048 0.368839229430688 0.243427398608704 0.429288991059074 0.490124640183518
0.108745898707509 0.376269830033677 0.265262651081007 0.505893209927237 0.582223013278431
0.11159121579385 0.406659326196136 0.322992435985112 0.499559101693766 0.485733170684708
0.131732009118587 0.362773185584482 0.235231191770147 0.359920071111462 0.505955455439163
0.111504694174448 0.387077012873599 0.284119683266808 0.378263940652719 0.481405895634432
0.13040570110555 0.410701150731227 0.300542045475191 0.521906959121133 0.569154901552498
0.116057794311413 0.323525799995496 0.30191559135575 0.462173182792509 0.548016476765021
0.0912365393035823 0.319762112159444 0.229909939940702 0.346847407208652 0.428183784098678
0.105817542071706 0.327027611819923 0.247259380264811 0.402329258070761 0.503060899512651
0.136601189381941 0.268472610906301 0.277109167233065 0.388380485066248 0.68044890136607
0.102206690199581 0.351312397669003 0.279083597536506 0.420482364199502 0.593624480851686
0.101607425465473 0.342651368944886 0.229518248783371 0.414773087524622 0.596941198222293
0.149378509510352 0.351222413085459 0.20755768231094 0.34678127992939 0.478126552471671
0.117147108698463 0.379214940826578 0.276970353909159 0.473189971684389 0.558538802419905
0.114687727684404 0.360455491995418 0.242585155470455 0.455871688192028 0.540022532639882
0.139906025211052 0.36279237602399 0.259532375590468 0.412017376446317 0.525580160214439
0.0974105347822055 0.319358683220086 0.276244247118904 0.400089143617989 0.529081032999057
0.110095752790021 0.296984513203621 0.223921782068183 0.328230475358925 0.520650948944587
0.141085090809741 0.278423376423699 0.254368197315348 0.458016758385091 0.570099719275704
0.138059202552849 0.356274242498184 0.230394474481411 0.349163878967446 0.541255530131051
0.107021998181617 0.344305520203922 0.233678881812457 0.404924549660327 0.480307870465907
0.130455846656748 0.275247682093967 0.272690721779621 0.405202557063942 0.773552104568439
0.105995341017496 0.343695050635517 0.257342764784522 0.39440145555379 0.514186975573454
0.107798904576095 0.299212799810702 0.200111147674493 0.345746056175585 0.522066014229671
0.0937345457568028 0.292317059041347 0.313393870652685 0.478292499966317 0.530754300628961
0.136395587190722 0.349654391359258 0.280881681624115 0.421807348346386 0.485409745513741
0.107684342239127 0.257226380439295 0.296366191051627 0.450367364282608 0.647163753220646
0.104283418200923 0.337508936025391 0.244587562859574 0.351185678799433 0.536003659640225
0.133555361371474 0.348021002648189 0.270043057149395 0.434915196521562 0.505444236030741
0.105786584079657 0.367064251425336 0.238937544558279 0.352858231917812 0.500848003171282
0.0873872026662339 0.340915956597243 0.249378676882263 0.361087114423084 0.428815215055123
0.104428869461765 0.408092266079482 0.287175808759696 0.49901649026652 0.458027840557473
0.115398561053787 0.34148165361629 0.25159737387909 0.38418617396222 0.539691371978001
0.0987498162395804 0.326514093342681 0.243852430065775 0.340348938504518 0.463591656499232
0.0944705096122519 0.252359355527206 0.271492378485999 0.336744070625733 0.710979228706791
0.116802733062961 0.361876528525635 0.249043665242334 0.472899666149413 0.527764992146624
0.118038140183854 0.269750763390968 0.238323756242375 0.387156495125267 0.853670382808933
0.137155386227048 0.299720607284079 0.24311890753961 0.407744389006258 0.668862058387682
