"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_lambda1"
0.08457591723262 0.265241359015957 0.176508447783299 0.32318551483664 0.367043636790539
0.0767700115379544 0.231575926732656 0.214485839743721 0.307472583563269 0.428522678915414
0.0742247957757668 0.26328602673316 0.170453875395675 0.270184235318061 0.30925791467101
0.0831290179237434 0.282390971878502 0.180882072901697 0.281467377681506 0.303241412140697
0.0906739669253286 0.238138844953755 0.190626267321908 0.286178424555174 0.372616822104465
0.0628422820254552 0.211378983529524 0.177057001905812 0.301584373616777 0.34922588904573
0.0897436659913381 0.245743890566919 0.173791716184466 0.258497854053129 0.274842645771432
0.0707547352790747 0.227853468853583 0.195200010389331 0.263197129719456 0.355202522021776
0.0866926921625175 0.248250537402762 0.172144544614666 0.291038759607022 0.335803398349083
0.0808713821314653 0.256927324823184 0.170375334162675 0.252270059506866 0.276794109485759
0.0764440177617252 0.285372250759804 0.170084172561968 0.259375976871012 0.286810510081861
0.0758973693215597 0.260565067757437 0.185755781322663 0.269620615855436 0.302124721448578
0.0708606112695481 0.222619806865986 0.186746914886315 0.273621156593991 0.385672649022974
0.0864119482551873 0.227911190401792 0.182703861971684 0.289027408906029 0.40631708322505
0.0664578682948654 0.235605088176865 0.181270996995694 0.286999571002032 0.35993804881656
0.0813646867790645 0.223735027892539 0.18198720313385 0.243879773540793 0.381614704068807
0.0754277459992546 0.256796524661089 0.181998582746122 0.281237511052761 0.355189176275514
0.0825524740339369 0.271958065023018 0.17946044113367 0.288751310609347 0.31719093237167
0.0689370166105153 0.242697181619141 0.18470568086869 0.28861159696675 0.363510288049571
0.0729686862834218 0.237469483327493 0.175529990030606 0.288326938921867 0.375388438892098
0.0826322156962429 0.23304575076917 0.164067448943397 0.276498707689085 0.324874982385066
0.0961098323067716 0.247363107815995 0.179383642162803 0.26192294957963 0.339043152504992
0.0857203896653288 0.243152184510827 0.172698495648035 0.272854112951344 0.365566358866759
0.0845211006362447 0.234689332129237 0.171511501540612 0.247342973478396 0.3588470991413
0.0701761911838857 0.213126179865171 0.182505374587995 0.289829034310117 0.465656872143549
0.0692776319551158 0.20076847607094 0.174272507148673 0.284701442526246 0.442346832492055
0.0717742156577808 0.224920112408464 0.16787742331602 0.271152355846723 0.348163475208083
0.0714922357014853 0.233019010232429 0.200496379692924 0.294518868687551 0.338741581703717
0.0831457956333842 0.252053056425783 0.16310954894505 0.254910470639413 0.312365675619035
0.0790554520316927 0.273659935161255 0.164838455124927 0.247167377002568 0.277465466375733
0.083333815744926 0.250613468869118 0.182883047328994 0.285266936191594 0.311348717377542
0.0715637263119885 0.257013187890304 0.160636487832876 0.262618286973605 0.324471727762235
0.0869214001270861 0.266398016812473 0.176712599625679 0.272653715332304 0.299554834676212
0.0646144669730248 0.215824772406994 0.17803654799861 0.260935218283417 0.365516370166353
0.0789312569979574 0.205655764396854 0.158442519856319 0.332492109918008 0.361465926196277
0.0852071343368692 0.238271793821525 0.165857709308081 0.277744677874884 0.337680192903581
0.0698636530580925 0.241479522309195 0.1809182240705 0.266469355806923 0.358115606706417
0.0873700175495596 0.215466687460096 0.17875971438983 0.275371781662828 0.387515161457667
0.0703304992082679 0.206724801583107 0.168577495075044 0.254651978160035 0.451376012749495
0.0827528150388505 0.249965065720388 0.183954116522423 0.284464652548079 0.331130960213861
0.064882371773605 0.246141024753434 0.164691662824772 0.254597995949598 0.313017222094487
0.094063411580254 0.248066987617621 0.191175129419126 0.29042119058899 0.353561823778272
0.0870045567313117 0.267178967144223 0.176733983705719 0.264211712903809 0.31293855270935
0.0714857220469797 0.239644170358596 0.174337936811796 0.250144577902068 0.358516660183365
0.0818951395692736 0.220671567396311 0.193576636648059 0.257736763563867 0.373537619319349
0.0746252750697033 0.224540432928626 0.176816261200493 0.280765079148351 0.381592317116486
0.0803227892504434 0.230570616258062 0.160618123032182 0.255728443755606 0.351765716982385
0.0852904535256999 0.267696283133738 0.18417824861744 0.292125507608493 0.352932115913092
0.0732310312034504 0.221334944738793 0.173563060234594 0.259477890746025 0.312217437185033
0.0880150398679072 0.278802719979386 0.171369381859453 0.264193884691167 0.322783353926833
0.0722464010193679 0.230654149803222 0.187920131107259 0.256562160704931 0.355536163650181
0.0731849726746211 0.226098390597494 0.181303339969867 0.283311415516209 0.374481242061493
0.0784169277471954 0.222681272640687 0.175614545544181 0.260488499539287 0.345239577941106
0.0798563555432957 0.228495303861939 0.194535670873665 0.290585207707681 0.335195898501206
