"bias_MLE_beta1" "bias_MLE_beta2" "bias_MLE_gama1" "bias_MLE_lambda1"
-0.146226960945113 -0.238277573755779 -0.167524903349395 -0.835764164330828
0.0439113989303914 0.0367737396096488 -0.0269912315890179 0.0995139979536503
-0.0755427516163455 -0.0510132711970142 0.104832817856309 -0.164381352200051
0.0518758000962976 0.0557503417638701 -0.256588302992412 -0.284921674264616
-0.0653711188016777 -0.11442910350729 -0.0434856668847584 -0.537643680718661
0.217428008067111 0.246328283869214 -0.0464900519830416 -0.463489724366932
-0.143881532798458 -0.302890205956382 0.0519072586025766 -0.291327781504905
-0.000920214099095299 -0.0349391015794228 -0.114401608940136 0.0624506688134855
0.111139792684003 0.202363442353538 -0.099686345866084 -0.827341438051582
0.118722876219746 0.11160187154604 0.0890210396556841 0.0770044944898922
0.0203118145486261 0.0219821425214994 -0.0193862858008125 -0.168278221145947
0.174701413860359 0.259213793772307 0.0938947691465268 0.104822131894795
-0.102825428538172 -0.175701814379804 0.0881084228456683 0.11979450974149
-0.114988470922186 -0.123919279701207 0.309559212147726 0.929277015336033
-0.0931706054791721 -0.0460450687467789 0.164497944135014 0.15445225830882
0.0601746095271777 0.00404119563800576 -0.303134682409969 -0.676349943541411
-0.143517435507928 -0.145025393162765 0.0944984812620111 -0.0495622351443007
0.00381350170810535 -0.116266652830566 -0.208955296479308 -0.506081062847612
0.101994180407364 0.186424360890551 -0.105821615021665 -0.237729298531544
-0.0873000428990094 -0.137503329906782 -0.0349169378324341 -0.193246904842427
-0.0317316740416787 -0.070573001327272 0.351595510576361 1.07334740814045
0.0753599137956581 0.0499152425574358 -0.160133218029343 -0.47112949687471
-0.0179157538087152 -0.0122923471402785 0.0382761412370209 0.329683253717338
-0.0414863401323455 -0.0185537637427106 0.161381119756457 -0.0452007259720264
0.0979794736708081 0.164292822707091 -0.0849371073461223 -0.268708685278318
0.0165953597177383 0.150286200292721 0.23640189113417 1.1588762312424
0.0806019155904443 0.139253877081448 -0.168198425207528 -0.129797660782628
-0.0405737179143601 -0.169905689179946 -0.0644711464668262 -0.408150062060307
-0.0595813103397844 -0.0660208276020365 0.0729673601249352 0.320283770530641
-0.0633974754036338 -0.137464993191074 -0.0845544609073825 -0.345986578516229
0.00796958405645161 -0.067845132864764 -0.0533327172750809 -0.562501488459872
-0.0290561806862017 -0.0461685637089972 -0.0635717450181831 -0.126278839304291
-0.0763304950740171 -0.0341088371105086 0.208603848319614 0.57610534328215
0.00153717899503445 -0.0218694609117928 -0.0421136418747842 -0.112987742220369
-0.117141889139565 -0.123093118952247 -0.018481075749325 0.00649154577619345
-0.0764943356652855 -0.0615855377356708 0.151377110231346 0.102292015068312
0.02147084675556 -0.0197975682947726 0.015803564988784 -0.798657794693609
0.0433617067747849 0.122280225724846 0.0115850225013812 0.124501467187937
0.0255921983587499 0.0691251303383109 0.186745314311842 0.164129320848624
0.00445526472997239 0.00258148304303596 0.128635091727228 0.168721845597835
0.176754150953187 0.283298377908065 0.152986395001977 0.0935055605765687
0.0379533578188417 0.00885611271708231 -0.138316930180648 -0.628526577061414
-0.0975726783162846 -0.189507845319124 -0.036518348740285 -0.136083118779035
-0.0293428842562139 0.0206678158539251 0.00475204811881347 -0.66291956313129
0.128463035407237 0.0980211161746531 -0.0315780469114655 0.0724604362320915
-0.0320102261789385 -0.0067955239965054 -0.104417886682837 -1.10258821731055
0.0280225546191331 0.0618264633648389 0.103272314459966 0.0874422858534101
0.00222880274943783 0.0185380736021952 -0.0677032619409191 -0.671460964086626
0.0307063261716189 0.0877188876090909 0.0380670234267442 -0.342542045895155
-0.0437908040330332 -0.0476053644473237 -0.0685012136256415 -0.597268339603114
0.0624373730863365 0.0409897187190813 -0.287360681924763 -0.645908945311158
-0.0352586823969412 -0.0668861396759698 0.0382145517558787 -0.0674390033669701
-0.0477584299258723 -0.03013089542613 0.0814451744116003 0.295933359315169
-0.021247577193 0.00118746665295966 0.409961504359966 1.51669346090977
0.125203852126413 0.144208048043569 -0.0123680091995469 -0.212131175902207
0.0461257736200074 0.127672851769788 0.36133612068616 0.128260320287359
0.0938787403807053 0.0556585086281778 -0.176942724204312 -0.26511016597997
0.000642323112986694 -0.0442931997559852 -0.116475048122251 -0.282678948018363
0.105257071644436 0.0519933674796944 -0.335009095779304 -1.14086152785302
-0.00213027315457766 -0.0923460496282661 -0.115598944217858 -0.814486955667817
0.0118044983056593 0.0360323823973061 0.143092731579334 0.335946566233273
0.0428691445851877 0.100753788006533 -0.0449681711935219 -0.304399469247129
-0.0424186633669468 -0.00839674887110364 -0.0554779493806633 0.0518502078667257
-0.0819724256981856 -0.0382718337933714 0.0988005923878343 0.00243482143625733
-0.0222823472856477 -0.0720302632199714 0.107978848280334 0.172500886210255
0.00406498262727872 0.0556016616651909 0.300813323357557 0.48584260995716
0.0763384247405553 0.108755162418607 -0.0212231755457957 -0.475964941624502
0.0861986477383859 0.0676038064299522 0.0686845099082061 0.0336386982968176
