"bias_MLE_beta1" "bias_MLE_beta2" "bias_MLE_gama1" "bias_MLE_lambda1"
-0.00327590288780402 -0.0477735308992243 0.050706905922286 Inf
-0.00149485187655994 0.055024279708386 0.0968874532841018 Inf
-0.0293016290238278 0.00624142762689495 -0.0672143914434397 Inf
0.00632342746343483 0.0254245749293724 -0.120341809548332 -Inf
-0.00178608909770271 0.0323197487925215 0.00222282684021136 Inf
0.0503504088768786 0.0709092511254594 0.0973194374377075 -Inf
0.00885736899132134 0.0656626678261842 -0.0489494262024051 -Inf
0.0503226788394975 0.137393506666222 0.00099383704706435 Inf
0.0828070239623473 0.132612088150394 0.0554067037089734 Inf
0.00532340012080529 0.0737655142384215 0.0553373403117543 Inf
0.00404468647306588 -0.0233971973384928 0.0381337187227966 -Inf
-0.0270696510647548 -0.0253791427104254 0.379180831726189 Inf
-0.0559788685215313 -0.051656168367609 0.0318722298579077 Inf
-0.00833013604135322 -0.0142655796608687 -0.0203446538001412 -Inf
-0.0559015067829262 -0.0936515231853777 -0.0972785762789881 -Inf
-0.00475450910958895 -2.79625177861398e-05 0.282082325705827 Inf
-0.0773554312630649 -0.141726629235377 0.176305513928171 Inf
0.0307475285054838 0.0539513228782906 0.211171168385924 Inf
-0.0573327709321411 -0.122286703500321 -0.171714854481763 -Inf
0.0330855525434025 0.0536687571818157 0.194983049449029 Inf
-0.0199080116920456 0.0264497730881597 0.101278665800619 Inf
-0.0414200932621827 -0.0442800367795287 -0.0247764431734221 Inf
-0.00640785842191565 -0.0146573215547826 0.220125220630605 Inf
-0.00584432357943341 -0.0137913584050608 -0.024215807057422 -Inf
0.0300636032861223 0.0365722097649535 -0.0322272968157955 -Inf
-0.0463647213582778 -0.0535606269159093 -0.0498196633129466 -Inf
0.0319463528047064 0.0848194769940012 -0.0555507005858802 -Inf
0.102217637171176 0.0877426245833408 -0.0836305147518365 -Inf
-0.012415327837793 0.0506412736992441 -0.0112331740597996 Inf
-0.026087873735958 -0.0348648185640306 -0.0850181908767124 -Inf
0.0807769083104679 0.0510811651992331 -0.286728762833758 -Inf
-0.0380233868079113 -0.0866769134823504 0.095649742581996 Inf
-0.0717461972973948 -0.176665900841972 -0.0890307078366289 -Inf
-0.022934012179427 -0.028840450780298 0.150689151442326 Inf
-0.000891979856732814 -0.000426711595095219 -0.0141660282309251 -Inf
-0.00255619874954741 -0.0305070035178839 -0.0331451780274233 Inf
-0.0119964895520212 -0.0534549403563717 -0.0268065943108273 Inf
0.0119927355641234 -0.0244606496641913 0.226607998224126 Inf
0.00210517241260422 -0.0277499371732983 -0.0213974624900638 Inf
-0.000565824383966055 0.0285671565866723 0.329830577056721 Inf
0.025011649448661 0.0517289772682792 -0.0593830395681227 -Inf
-0.125321766517116 -0.148008635304799 0.0576185040360488 Inf
-0.0285735177752554 -0.0077761312176583 -0.171655047668322 -Inf
0.0293588199409023 -0.0132790538086005 0.0293269524178439 Inf
0.0171155161117781 -0.0245060489831308 0.031038837112394 -Inf
0.0152566011158614 -0.0447830129881097 -0.015323287451206 -Inf
-0.00502559433550684 -0.0378150760048324 -0.0607551054930254 -Inf
0.0104268461098505 0.00745052222065912 0.00908563723353328 -Inf
-0.0660448914825118 -0.117801884066031 0.104336093123126 Inf
0.047905772379624 0.0693682968185103 0.043405023379228 Inf
-0.00941054281149212 -0.0201799257620168 0.105874220187657 Inf
0.00739836543385361 -0.0537563238633916 0.0424848063293775 -Inf
0.0440182902524221 0.0585683864063442 -0.0620796455836129 -Inf
0.00368071991241078 -0.0658787658727608 -0.0636891258030048 -Inf
-0.0453565830972168 -0.0236907541321595 -0.00536083451815705 -Inf
0.00645824376800706 -0.0567735428707323 -0.000292654387841984 Inf
0.0195958546837198 0.0451547248613353 0.0376474986981123 -Inf
-0.0784369741287614 -0.146134175454258 0.0383517214847242 -Inf
-0.00539902926592561 -0.0401617940944944 0.0214110631798856 -Inf
0.0372856824714377 0.0742725392604466 0.140782916996555 Inf
-0.0233216439666194 -0.021240009160535 0.0495468332007369 Inf
0.0147031857344319 0.0782063973512415 -0.00857161803419526 -Inf
-0.0203024449917409 0.0141134977512805 0.325992497845945 Inf
0.0977904149055652 0.191892741678851 -0.0166288933964875 -Inf
-0.127254121996611 -0.216661130937656 -0.213908903835226 -Inf
0.000151599315290814 -0.0169939628690087 0.154806915685711 -Inf
-0.0116181336048888 -0.00919127359910554 0.127308601232293 Inf
-0.0522935920795702 -0.0785491252106135 0.0931319253063674 Inf
-0.0195352235363619 -0.0790954450997706 0.13707452767302 Inf
0.000337986776158323 -0.0244875705968371 0.0762417525116925 Inf
0.0311771946699324 0.0305118915340445 -0.0146197101366041 -Inf
-0.0408905469969475 -0.0141394290421066 0.155318742295924 Inf
-0.0060584945469787 -0.055396708274856 0.0596678450816173 Inf
-0.0332068528513339 0.0253202987860222 -0.0248170860938383 Inf
0.00425017241542832 0.0335294112751616 0.0590238090606179 Inf
-0.0409258866949652 -0.0695774074384948 -0.0240625947133331 -Inf
-0.00581413840514799 0.000778503594198288 0.101216836079703 Inf
