"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_lambda1"
0.0756081306590764 0.193175169861623 0.104177265763401 0.187467597198662 0.196943566651638
0.0746284161174923 0.227053854488559 0.107044108673245 0.19390962878704 0.201585423514068
0.0718328607988181 0.214030567510799 0.105671737250079 0.187505404686163 0.194852764788451
0.0767702521796101 0.201314826012741 0.117959500718457 0.217905663439357 0.215902454029452
0.0857958136544339 0.208873950618862 0.109657560963899 0.197193208017825 0.207672325773641
0.0733158783960656 0.220402142048688 0.108129467097794 0.199532490142814 0.191393479460294
0.071209055378734 0.235535136518937 0.120159004703294 0.2294329954318 0.213802526506554
0.0641601686580476 0.217741841956986 0.106110658098178 0.193377408023618 0.202346776444032
0.068514235007441 0.218359941040134 0.103454946164268 0.188627270005083 0.190763273928419
0.0732618092386186 0.214391810136258 0.101812051323369 0.178373542834705 0.194699254993325
0.0846604375550872 0.219240514761962 0.104617757881447 0.192698243998898 0.188067856457213
0.0728324819784042 0.200221783616937 0.10064716247871 0.179912914973826 0.219256922699055
0.0815196393699685 0.225736105574013 0.109159759646528 0.190514501987401 0.186060801390256
0.0808584347914094 0.223462967934527 0.110456337329102 0.199254574863569 0.206317752559996
0.0735989081480883 0.205292256217593 0.110416808563931 0.19832255390128 0.200137168744778
0.0797044944109856 0.221472613097051 0.106848862182432 0.187241177408349 0.201550505103097
0.0819065396289001 0.210360925036125 0.107029690339891 0.189269271341589 0.209464607760836
0.0711851264974962 0.232613626406653 0.113689350152432 0.209946540363965 0.200357361185695
0.082997680919965 0.226043942118708 0.103650072704714 0.187599077997134 0.203154793543724
0.0782775817402624 0.230809177148453 0.112372255884114 0.206347130815783 0.213853426629134
0.0666484750367538 0.20169042765307 0.105901705140801 0.192948140803134 0.187857788007877
0.0837030430187019 0.220982881359972 0.106316159323409 0.190403841655474 0.215279630101466
0.0907789669131623 0.221533765551088 0.109369741260194 0.196002491369719 0.204410071224397
0.0787831094966407 0.217425382893267 0.108024373153607 0.187135513179397 0.208051047713884
0.0710321942855109 0.197880791774979 0.105004778204636 0.186182552818037 0.207855585281819
0.0704025495397805 0.208446199968782 0.103491368980971 0.183721205006417 0.223265091476417
0.0711146910017278 0.180777402303902 0.110151664486931 0.202033686861719 0.226985127459452
0.0785247062129545 0.203372689405517 0.1066252723524 0.182073453124291 0.201747184829297
0.0788332586879858 0.223981755817052 0.1022356475882 0.184977317873688 0.189539513784273
0.074474661450096 0.197667746353897 0.101720284656123 0.18418026489595 0.215965549436427
0.0724554582972389 0.203320629323404 0.103919951248731 0.18419615873127 0.198949670497715
0.0762233610260666 0.196775200459421 0.104466937561938 0.18688367142842 0.212245787508382
0.0772929448704138 0.207736219693609 0.101946078255981 0.177110301788275 0.203823989291807
0.0757420991961886 0.216402117353552 0.108463869865926 0.200158554626913 0.207215712727298
0.08680912387201 0.237995250054785 0.103907803805971 0.187805003598034 0.179762774986595
0.0721185364993492 0.214691131705039 0.106976832436955 0.206491955222993 0.207271127391467
0.0745078787913525 0.218836695047099 0.106302857879657 0.198766942210752 0.206053665010542
0.0801185306471066 0.194512559546937 0.106398583592983 0.193035711161532 0.231165031176959
0.0818557745316287 0.22229133128123 0.105423707280678 0.185585217732065 0.194175011606218
0.0853922527031466 0.204586592421823 0.10587832245924 0.188866456528533 0.221422457539126
0.0753441409659612 0.201037080341759 0.11001192832972 0.197781727453303 0.21213014987119
0.0773194625906146 0.208189086533142 0.110840754108466 0.196710955539691 0.213888966820398
0.0712322697399503 0.201392892570475 0.0994350976415906 0.174356344696577 0.208910529144337
0.0751944940141172 0.194570991311658 0.102662771526389 0.179511454635513 0.197635922400191
0.0706395053925073 0.179024287465604 0.103850824029121 0.18944053279287 0.244805435590754
0.0741050808413562 0.200284382947128 0.114044458893187 0.207737932069121 0.214556563425672
0.0825056627836016 0.197749502031514 0.110303565082931 0.199381131383066 0.216137327617978
0.0741144758626872 0.236695433739956 0.108412581883403 0.202782271340952 0.188864226243189
0.070853447950988 0.217468076276574 0.109525848496315 0.196481192651573 0.198856483429216
0.0792999580311556 0.226321001518232 0.109945763686576 0.195825923971134 0.205731001660525
0.0814240640429704 0.211325677403909 0.106162131309725 0.193257270666631 0.198623775277513
0.0753830227709551 0.222653723206435 0.106376286346544 0.188720884100897 0.20655610921296
0.0730416886764666 0.202736209193828 0.0994438849097029 0.172025996052767 0.203519450859164
0.0761347562104198 0.23006943952889 0.115614858231004 0.215594597982775 0.202175173861245
0.0831521062941876 0.210824357960323 0.110859116354481 0.190322805445956 0.222917566533898
0.0743010149756542 0.193451474881669 0.104014427304386 0.186519591702951 0.206849670368185
0.0783454222216252 0.223072103779785 0.111532250982228 0.206182811409838 0.205696106530041
0.0716227648874406 0.217785442450219 0.107728846223004 0.194454626855744 0.191719714405765
0.0803797044496547 0.202680825292314 0.105491302084314 0.190113960516218 0.199967209483747
0.0705363097727889 0.21661585632749 0.104966410251754 0.185882086742486 0.207616280416182
0.074001001013894 0.226540384380442 0.103069118092433 0.183258990315484 0.184067198498497
0.0749472209242701 0.215748850336073 0.102770083673608 0.178763705703165 0.186418322058004
0.0755447612320697 0.224806481252546 0.105375533490751 0.192206981319953 0.202675414315369
0.0814097402351176 0.199971839763641 0.106852802661045 0.201761073255749 0.220904529842856
0.0859149712328156 0.210685543004763 0.107193793939036 0.188355851297084 0.196306944324499
0.0771593122229948 0.215555584491698 0.107020888769652 0.19063747974362 0.215860595440007
0.0724777427661812 0.217217249757725 0.102749487881176 0.185383802667494 0.199058515374052
0.0750153393916596 0.228385111243811 0.108038034080955 0.188437306411015 0.175177544589941
0.0713477785968345 0.233893577047937 0.109722426130573 0.200406903679953 0.211878357874785
0.0891149562883815 0.209579985063885 0.105755360792761 0.189613815660156 0.197307543959191
0.0753300837705373 0.19951061566712 0.0997775507484464 0.176736984975167 0.200506445694725
0.0677493602566545 0.193454008012885 0.107927783233335 0.197511027809003 0.215778865978446
0.0790211798834877 0.226096901807107 0.110459934963194 0.195295575015687 0.202396531854066
0.0720144523419826 0.214408262239843 0.106273622483696 0.187833817205311 0.189773741430016
0.0668577696762774 0.210731856052781 0.109932275629227 0.203599284675577 0.194088999032608
0.0819131232699421 0.200394468589057 0.106230548275369 0.185797833450586 0.197144243467516
0.0715846722821842 0.202962316587723 0.102512497016065 0.182633421727055 0.205111406437152
0.0803030848967751 0.205075024232072 0.11005027760979 0.188688924019571 0.200822109851905
0.0816067971886208 0.20778055261047 0.106392429468247 0.182078013366259 0.20143441745465
0.0652582376364241 0.198044278370525 0.103816412600109 0.185538433593209 0.20667440972034
0.0729597597096367 0.210721957733056 0.106794868683776 0.185889872395497 0.195463863860764
0.0691066556115103 0.2203013982887 0.106219954419082 0.193045453956994 0.203382417599371
0.0817052366598199 0.212333302531604 0.117077138975584 0.213368697383613 0.220235226564692
0.0765625454425045 0.213045129332508 0.105341747099001 0.202277181123547 0.23304120031895
