"bias_MLE_beta1" "bias_MLE_beta2" "bias_MLE_gama1" "bias_MLE_gama2" "bias_MLE_lambda1"
-0.949008665737501 4.08142340900528 -0.0424057944872196 -0.188267338111321 -0.443472642267259
0.112218864314132 -2.63840798921165 0.0888253373646268 0.17886975799626 0.511095204111399
0.345064929648927 -1.90159043921504 0.11993488014146 0.124122230192264 -0.0561978070334703
0.0849156094501162 -1.78184943984109 -0.014636297571529 -0.144997464665881 -0.271572945094434
-0.0437677930945761 0.868601178200896 -0.199824800283248 -0.262028846704496 -0.716681287288206
-0.529213258758076 1.25765421658982 0.0843393468293792 0.113857630972516 -0.0323019745449777
-0.78411320864248 3.38978565407426 0.195069177724882 0.221041139224401 0.226704125093209
-1.01621915150743 2.46777174600444 0.290690615520933 0.332089629943516 -0.280210955271335
-1.34597543185209 8.03895107146802 0.175767464168683 0.245523550125697 -0.857130388374434
-0.49343063893351 3.93434607590216 0.061759768223248 0.0885240786998059 -0.890543928699231
-0.767707871606639 3.81192980575555 -0.166689286257956 -0.161270843079113 -0.328242087124787
-0.441762848506477 0.775207839569789 0.0387326071042883 -0.0544440986462494 0.248326360183288
0.868444321160315 -0.482625974429629 -0.0654092866353695 -0.00942819298373843 -0.412879433906799
-0.164501544879282 0.330617036191789 -0.0574117825327691 -0.049121501303276 -0.133734165476877
0.501802024449169 -1.65160416001589 0.0781546977558329 0.00473949845749452 0.248450188047413
0.0767364380255927 -0.321234090028567 -0.048613791440662 -0.00426710972292171 -0.29052035931923
-0.396899003390126 -3.16903916357726 -0.115627050602981 -0.124930647296481 0.880918462581868
-0.139189334860857 2.49399247545593 0.169311094945135 0.254300507880345 -0.323943362651258
-1.1041989766784 4.5648427039519 -0.129925385957255 -0.0808508087750544 -0.156581095143707
-0.42922017629079 -0.298796373698604 0.0184137124162498 0.0637928648437238 0.48644252583389
-1.21057284478171 4.82578919502311 0.18880026682891 0.114656434161599 -0.00985288402079676
-0.111571290654798 1.42296583252923 -0.136769339981279 -0.13638446269116 -0.344334217643645
0.184019265966768 1.23919188583363 -0.260843914806838 -0.264903957098717 -0.373208747322598
0.389283134861234 -1.75082305829272 -0.022950806907647 -0.0017356040749567 0.150045522703806
0.254298798643886 -3.41213105589501 0.112991324335612 0.0419910377570493 0.615285502968997
0.496823564014143 -2.50205340060689 0.158804381126419 0.118405871983316 0.691667610643875
0.677315470934212 -2.21939194660415 0.0554264337772512 -0.188581908042078 -0.341334388326402
1.29853661811272 -4.59752194468507 -0.0226661639835184 -0.0774269813179434 0.234634014426339
-0.806673209363875 4.30941846308824 -0.0521357171545617 0.0432490519496453 -0.865539255548451
0.0165070329518939 1.11410654870492 0.0121958435065677 -0.119505464660568 0.358133982853519
0.258677412086663 -2.02475669670822 0.0906121671030826 0.0372983099353683 0.584936449101944
-0.0407301309705788 -1.26263750233775 -0.0277776088657867 -0.151821378996671 0.319604129942847
0.675264149507034 -3.78013203630664 -0.00182631336624489 -0.0169951326609485 0.476810540980673
0.899360515248339 0.198601476890051 0.039642289680991 0.00599351953691165 -0.132336224269859
-0.342977831323757 1.21620014086197 -0.165298880227471 -0.0453853559991643 0.24866902705911
-0.74387607391036 3.97863259056058 0.0883918226317035 0.0224378724933585 0.125222695204267
-0.805143237672612 5.48012226319126 0.0408704120748367 0.0204018611792288 -0.10713753790253
0.40149721344692 -2.45663458281337 -0.0832954300201615 -0.245391294527267 0.75413067347521
0.834280764251281 -2.35021254557342 -0.0728869069785814 -0.0324722088989379 0.0818714923883601
0.957913818507357 -3.24835838514662 -0.179921877441343 -0.275913658701394 0.0193326142788561
0.828325870033594 -2.45690120462381 0.0326510396264975 -0.0931810703420228 0.14094505207261
0.18489825699106 0.537836285395242 -0.00372486451228917 -0.0808564676089694 0.172946784946648
0.670209986459815 -0.36609934087616 0.0642075702896495 0.0222972754378529 -0.916564626890208
-0.209512222941419 2.02182162419352 -0.0292689880559248 -0.15244766219215 -0.675480650810578
0.380927718465527 -1.1947905166643 0.0915903492538849 -0.176337388001611 0.841816630495144
0.312973798588797 -1.50029992690482 0.0494879073433311 -0.0683608718731608 0.128447739684127
-0.361913382918205 -0.307725699367182 -0.14516060581383 -0.31624333906488 0.335493067119502
-0.423617069252793 2.88657668488294 0.0984561026769644 0.232786402064139 -0.345408601163942
-0.00581231131474661 -0.813351552467713 0.145205755915696 0.172914856887258 -0.155427070880315
0.135108472131492 -1.29842693395835 -0.0172253343182728 0.0186453078353294 0.0331008225784117
0.0352061853022216 3.12441776301998 -0.119339497329304 -0.150890866876096 -0.749220389864856
1.02136848442037 -2.77934064732756 0.0498206133601572 0.0996640651184639 -0.349210536029465
-0.162894034551659 -2.21413069909638 0.0483603179568634 0.0160412530488145 0.508021079951055
-0.348613314784076 2.22043721667181 0.0749631730715845 0.0902383937113337 0.401673548731777
0.735551068104703 -2.98149356416595 -0.107500794199775 -0.16151385265904 0.419639905868474
-0.0119603335119313 -1.08429567629567 0.0170935906344893 -0.120219135454859 0.430417104490524
0.750770970696723 0.824931855204749 0.0246862226013522 0.00724964725539862 0.336316724791898
-0.107027586960606 -2.49597130857404 0.13172903766839 0.185257423222881 0.26305957469577
0.283425346806419 -1.6519845062029 -0.101800894934402 -0.200379385790925 -0.288437457894584
-0.261935527431397 0.213531833223994 0.134893218464526 0.166979310325291 -0.191375211040313
-0.378892380661933 3.43179465246283 0.0796774853709742 0.148751763489439 0.0209922302209671
0.355407014712734 -1.58743360248071 0.045527735405403 0.0873070386551204 -0.0146128882589119
