"bias_MLE_beta1" "bias_MLE_beta2" "bias_MLE_gama1" "bias_MLE_gama2" "bias_MLE_lambda1"
0.242021528707507 -0.426895402736926 -0.0574119354697317 -0.0235601646026813 -0.0288397992744167
0.474528621566656 -1.20900597621824 -0.0553594665576127 -0.0539711064317243 -0.189877128995572
0.252906590198743 -1.73223141878088 0.015402024895095 -0.126899424174004 0.423611840581393
-0.220637385527947 0.700341143358852 -0.0986773569314535 -0.061837947229496 -0.0652207610748544
0.288456520121673 0.453870594173826 -0.102910445751488 -0.19177370916317 0.0162989938740929
-0.431222752822755 -0.521043726115087 0.0403602126359764 -0.021753237634747 -0.0470673697811288
-0.468290823425199 0.230484658140823 -0.0943726802229495 -0.163251314623927 0.424761734293845
-0.236796300646739 0.711938536803001 0.0276661068536121 0.0476265228152777 0.159739427934741
0.432337620366197 -3.35257401789334 -0.0726305584500647 -0.0612107576348917 0.320051260192218
-0.439221180388543 3.04887365871504 -0.116354959334397 -0.0989643130864694 -0.158050068601557
-0.170989077357482 -0.133117879081305 0.0358119927033386 0.0115945780183271 0.266429619124952
-0.514865523585712 0.959331984304886 0.177586960682837 0.0904361758652844 0.358823765588784
0.103894084528291 -0.619631961011483 0.0218384976620002 0.103456604867903 -0.186123035491976
0.0961119418210182 -0.203098524156798 0.0685205861871467 -0.0739868403598365 0.720332071513192
-0.0927778281388593 -0.281539281188145 0.12373603167832 0.101650110474923 0.282831392155275
0.821265927783652 -1.00350762159831 -0.228261120798879 -0.302122241206952 -0.173153703357989
-0.440011086102495 0.126091100399184 -0.0617100183206473 -0.0738654773396877 0.118170572798779
-1.03464020855108 3.34550353187763 0.102236506893271 0.0608016451282886 0.265187221002899
-0.0764401724472097 -0.0782929137878931 -0.0443017553808331 -0.0770333511705972 0.178164459975983
0.12944160106677 -0.951715354014977 0.0182985800800978 -0.0256859637972764 -0.010479720172206
0.448318625976604 -1.25527391510635 0.168957411738713 0.106898365706802 0.247350346907904
-0.550905165114896 0.769440392009114 -0.0931950044108214 -0.152765216194817 0.385890230268458
0.173923412957175 1.08848251452381 0.0688123010667797 0.165579353006742 -0.214587017325449
0.00522573384792816 -0.772724046681995 -0.0826921081990869 0.0216971762343396 0.166973339918852
0.398260908472792 -1.68910841030634 -0.0805915956046566 -0.0137001296293789 0.028727514087828
0.307867357136777 -0.973119531064968 0.115962396087273 0.106997100143901 -0.0285069597036048
