"MLE_beta1" "MLE_beta2" "MLE_gama1" "MLE_gama2" "MLE_lambda1"
0.00764870013937489 0.508142340900528 -0.861834784961502 1.05525246045528 0.278263678866371
0.16683282964712 -0.163840798921165 -0.979942803628164 1.53253068539514 0.755547602055699
0.201759739447339 -0.090159043921504 -1.00794139212731 1.46135889924994 0.471901096483265
0.162737341417517 -0.0781849439841089 -0.886827332185624 1.11150329593435 0.364213527452783
0.143434831035814 0.18686011782009 -0.720157679745077 0.959362499284155 0.141659356355897
0.0706180111862886 0.225765421658982 -0.975905412146441 1.44801492026427 0.483849012727511
0.032383018703628 0.438978565407426 -1.07556225995239 1.58735348099172 0.613352062546605
-0.00243287272611498 0.346777174600444 -1.16162155396884 1.73171651892657 0.359894522364332
-0.0518963147778139 0.903895107146802 -1.05819071775181 1.61918061516341 0.0714348058127828
0.0759854041599736 0.493434607590216 -0.955583791400923 1.41508130230975 0.0547280356503843
0.0348438192590041 0.481192980575556 -0.74997964236784 1.09034790399715 0.335878956437606
0.0837355727240284 0.177520783956979 -0.934859346393859 1.22922267175988 0.624163180091644
0.280266648174047 0.0517374025570371 -0.841131642028167 1.28774334912114 0.293560283046601
0.125324768268108 0.133061703619179 -0.848329395720508 1.23614204830574 0.433132917261562
0.225270303667375 -0.0651604160015886 -0.97033922798025 1.30616134799474 0.624225094023706
0.161510465703839 0.0678765909971433 -0.856247587703404 1.2944527573602 0.354739820340385
0.0904651494914811 -0.216903916357726 -0.795935654457317 1.13759015851457 0.940459231290934
0.129121599770872 0.349399247545593 -1.05237998545062 1.63059066024445 0.338028318674371
-0.0156298465017594 0.55648427039519 -0.783067152638471 1.19489394859243 0.421709452428147
0.0856169735563815 0.0701203626301396 -0.916572341174625 1.38293072429684 0.743221262916945
-0.0315859267172568 0.582578919502311 -1.06992024014602 1.44905336441008 0.495073557989602
0.13326430640178 0.242296583252923 -0.776907594016849 1.12270019850149 0.327832891178177
0.177602889895015 0.223919188583363 -0.665240476673846 0.955624855771668 0.313395626338701
0.208392470229185 -0.0750823058292718 -0.879344273783118 1.29774371470256 0.575022761351903
0.188144819796583 -0.241213105589501 -1.00169219190205 1.35458834908416 0.807642751484498
0.224523534602121 -0.150205340060689 -1.04292394301378 1.45392763357831 0.845833805321938
0.251597320640132 -0.121939194660415 -0.949883790399526 1.0548435195453 0.329332805836799
0.344780492716907 -0.359752194468507 -0.879600452414833 1.19934492428667 0.61731700721317
0.0289990185954188 0.530941846308824 -0.853077854560894 1.35622376753454 0.0672303722257743
0.152476054942784 0.211410654870492 -0.910976259155911 1.14464289594126 0.679066991426759
0.188801611812999 -0.102475669670822 -0.981550950392774 1.34848780291598 0.792468224550972
0.143890480354413 -0.0262637502337755 -0.875000152020792 1.10263220730433 0.659802064971423
0.251289622426055 -0.278013203630664 -0.89835631797038 1.27790632754077 0.738405270490337
0.284904077287251 0.119860147689005 -0.935678060712892 1.30779157539799 0.433831887865071
0.0985533253014364 0.221620014086197 -0.751231007795276 1.24099903720109 0.624334513529555
0.038418588913446 0.497863259056058 -0.979552640368533 1.32916923424137 0.562611347602133
0.0292285143491082 0.648012226319126 -0.936783370867353 1.326522419533 0.446431231048735
0.210224582017038 -0.145663458281337 -0.825034112981855 0.980991317114552 0.877065336737605
0.275142114637692 -0.135021254557342 -0.834401783719277 1.25778612843138 0.54093574619418
0.293687072776104 -0.224835838514662 -0.738070310302791 0.941312243688187 0.509666307139428
0.274248880505039 -0.145690120462381 -0.929385935663848 1.17886460855537 0.570472526036305
0.177734738548659 0.153783628539524 -0.89664762193894 1.19488659210834 0.586473392473324
0.250531497968972 0.0633900659123841 -0.957786813260685 1.32898645806921 0.0417176865548959
0.118573166558787 0.302182162419352 -0.873657910749668 1.10181803915021 0.162259674594711
0.207139157769829 -0.01947905166643 -0.982431314328496 1.07076139559791 0.920908315247572
