"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_gama3" "se_MLE_lambda1" "se_MLE_lambda2"
0.106086339705845 0.208345502089922 0.0954866559221499 0.16147667893515 0.217822408966177 0.132991682329717 0.432903344347979 0.590066445046343
0.100548075995464 0.184225290365345 0.0920253751508414 0.187484387188383 0.248233532259137 0.136793678527091 0.586298967639263 0.792181748801958
0.0871654248835118 0.185058858933492 0.0814189002367163 0.186005118896752 0.258439907336826 0.136624094087008 0.510559074451017 0.67111035091858
0.102851214348749 0.182541464636638 0.0908761258432715 0.178815810139262 0.260891631079137 0.143325843922462 0.490767803057894 0.676989110092118
0.0926514185035944 0.19038315563128 0.0820276641908142 0.169524384794867 0.248693639417407 0.139314211084376 0.634954325412999 0.764395658161029
0.10175568941856 0.19725970211324 0.0901297610896115 0.175756819772591 0.252482911286085 0.143468695047932 0.510694939525383 0.610344749556442
0.100318898011752 0.180834786193614 0.090220419103451 0.179411791357115 0.277877550186586 0.143907297459029 0.527704461518656 0.742374159155404
0.102172689270971 0.204320034815274 0.0911163064543216 0.165517864513734 0.264043477253704 0.142076905631499 0.493572137403582 0.654618792096096
0.0924486459965804 0.187896154922027 0.0839504427447042 0.173131253752456 0.260438545154176 0.141193265262251 0.478392822472927 0.608262107519583
0.110096554686188 0.202357559838211 0.0993150144368217 0.158959313320778 0.229715783332738 0.134786961971485 0.538024492315727 0.744949985187739
0.112619222291577 0.213806722500613 0.100647869747903 0.151070756749406 0.23971317851923 0.140987440931808 0.433098963553214 0.578478687738357
0.103253998639855 0.188751368302695 0.0927233086095166 0.160245628973754 0.246737069557975 0.133284935469956 0.439041072597251 0.646234641564835
0.0960139099241338 0.196598469723901 0.0866165672317371 0.175456240841184 0.243280032786804 0.142211325865609 0.634409657291242 0.769927721236215
0.123434604132819 0.210060186780398 0.109780048989669 0.167982144338471 0.24969940070906 0.146817627224944 0.479204196722079 0.636152301230604
0.101981451301919 0.184257293814253 0.0935237292788518 0.20669927046402 0.27021587108338 0.142252360474188 0.528092872465095 0.813912562191222
0.110328751519945 0.207931643042971 0.0977516149245417 0.171072257499704 0.237142386284347 0.145112486981304 0.594424330563885 0.790050009519405
0.117996354885266 0.209688866960109 0.103996694524252 0.174992729116982 0.280832316410196 0.148190612992598 0.513008342327396 0.70140467563543
0.101562371030835 0.194478730666777 0.0915459893928073 0.165001877435688 0.234800503530594 0.14088956676044 0.5041984151856 0.682258788436589
0.0942340099882395 0.19541319365402 0.086620751877109 0.144948543361834 0.236293501605457 0.151035450294449 0.679529615790486 0.842588212148868
0.109881020040309 0.197893822830078 0.0994561975256738 0.185706040446947 0.272353465340523 0.145527404939337 0.620909070223553 0.82888494068325
0.106179139052927 0.196233661423344 0.0961752133138154 0.183246043904623 0.287717994344633 0.146079197320864 0.630515690776798 0.816127619385551
0.0997826518275379 0.194275040279016 0.0889111327687738 0.15630314119551 0.218384861425177 0.138279178206197 0.778351661492385 0.954598577989832
0.103590235347785 0.203590097859023 0.0942539283238831 0.16327946409248 0.244210997595633 0.136815544603964 0.632810279826203 0.809346688151859
0.107158255374799 0.217575021024852 0.0965481053654882 0.167010155031954 0.239253037180308 0.133725236296216 0.450472051333732 0.632174108964808
0.106141790464407 0.19899066371493 0.0936704485985908 0.175732333767432 0.234897733266063 0.14760658093705 0.500917784385673 0.684679711438983
0.108895333646683 0.203702476589795 0.0971582141294016 0.18249438952907 0.273668132818951 0.136775144870126 0.585870296719463 0.795601860739628
0.107220486102531 0.208014312594745 0.0964057308897662 0.15595936373623 0.227132374115797 0.138195969811282 0.503169557189064 0.662468413538089
0.137457794456629 0.219536382368859 0.12197157145604 0.156554776345401 0.237640671266496 0.147136109349893 0.442398281197652 0.585682272940309
0.0998123745561126 0.193077864982414 0.0903592332009424 0.161146489620625 0.248617805212789 0.139104478973214 0.634213180621242 0.805983804572918
0.121678754800516 0.215584775447463 0.10924011652026 0.184307877404066 0.276314419767354 0.135589420850165 0.521883287274598 0.69850651368969
0.109791514893367 0.20704452880027 0.097936882901645 0.167846074177361 0.257947116516061 0.141191832452656 0.441257055045636 0.597944664056095
0.0979722095358589 0.187782153369812 0.0880178426583824 0.165475375994999 0.224085386450935 0.137099797877039 0.770347423727938 0.986484385318419
0.106088675948021 0.192672763219659 0.0918976371276928 0.176217047782067 0.303907222376195 0.159337410004079 0.630500767266865 0.778296121835638
0.100264203571405 0.216593882150866 0.0920578605663372 0.175692048502175 0.250951609996836 0.143900972548093 0.440540230133708 0.544860307392862
0.106599650767086 0.192796685753798 0.0936392672487936 0.166741419899687 0.226440321858432 0.133594835629743 0.512100038239568 0.701399856553
0.106579205174817 0.203382696109557 0.0940471175952516 0.183504646841053 0.257153511336539 0.132167410579597 0.500991329977408 0.644577250282831
0.108532717289039 0.199081237248557 0.0964333874352023 0.179472445518044 0.259712714763058 0.140288673706174 0.543996150635278 0.71846635913076
0.10731728782848 0.210229389424726 0.0958361317571745 0.154990724471966 0.223426074341068 0.139705171577669 0.546515517678079 0.692935008918881
0.0992632075071539 0.199107262003452 0.089582161565284 0.175271577179162 0.258916696181951 0.143006660139591 0.465662028351696 0.611299562681522
0.107176188512784 0.204837323353727 0.0952489003332521 0.163181920839453 0.243300949528067 0.138465876295747 0.594493656110041 0.806026790110865
0.10031243545715 0.209127420982965 0.0912336420832675 0.175802236636031 0.250481737367187 0.142890798047545 0.449157467081861 0.601853646295861
0.0979452312228604 0.195831980508836 0.0895957889290229 0.176666065414611 0.241036883284682 0.135523690199437 0.790429821190335 1.02517841955496
0.11598483971539 0.225150399856553 0.101674231738475 0.153620393953857 0.217257713889236 0.136768376663649 0.541047366359176 0.697058147506172
