"MLE_beta1" "MLE_beta2" "MLE_beta3" "MLE_gama1" "MLE_gama2" "MLE_gama3" "MLE_lambda1" "MLE_lambda2"
1.0786194228258 -2.54448074537424 0.764744039256489 -1.26067402967047 1.04613516209618 0.642866101346464 -1.13539931262569 1.40095501835008
1.14941071418651 -2.76667592874539 0.65155776175407 -1.1682082622825 0.997678968536804 0.453340235358273 -1.59585918207928 1.98066400350862
1.06666204625702 -2.30899043775877 0.622293497601138 -1.69914484337538 1.26188292768734 0.809537416541778 -0.193653944620756 -0.236615430478725
0.985087862894679 -2.44140193586852 0.703213150676766 -1.25310041237844 1.07828175926813 0.296703137694391 -0.286822641415345 0.286378751276201
0.986647019971431 -2.40199004699046 0.791620417684754 -1.54016932241343 1.51326237673892 0.5171989834155 -1.05600716541662 1.08069465892187
1.09565382198508 -2.56603957333644 0.621401044511101 -1.3998994738377 1.41664858210557 0.364197551073121 -0.508201825737656 0.400373015651676
0.985656654598591 -2.42716982658669 0.745912114851882 -1.23782449665687 0.827642788854403 0.550935968038994 -0.692481372233063 0.788495353046009
1.22646457164896 -2.72293747071924 0.620031443311749 -1.37516677039301 1.20083775388362 0.612836657388035 -0.803307377733795 0.839380591990179
1.22988524792773 -2.96312416952262 0.657898104655604 -1.49048473175449 1.3153025858131 0.575814039603522 -0.838950220176836 1.00164402727466
1.21850535165837 -2.52434324070617 0.534686046567453 -0.974595938786448 0.75162813122332 0.493527833708986 -1.77390084494926 1.7842919902325
1.10561803541962 -2.79262853657533 0.630563565521634 -1.26399560350411 1.24101280585304 0.51855222550389 -0.796044724290653 1.20755137094712
1.0881047495342 -2.69279870971426 0.647138921511965 -1.16081456065069 0.656665266894507 0.649860384307229 -1.02306577945814 1.17487673936596
1.10907140191606 -2.34744067579884 0.490576720415716 -1.40671781866724 1.35598759224106 0.494355734767661 -1.19360723137731 0.980526087309885
0.944964032725732 -2.43597569665122 0.791514383703027 -1.04507053582466 1.21846682666194 0.157370839300979 -0.512411946459712 0.631731143568273
0.921827382899314 -2.23423357494011 0.743226173069608 -1.19403303690126 0.800547790224479 0.551638938497112 -1.00643962583332 0.904594988999376
1.14051783103397 -2.73815037403432 0.658109561204561 -1.16699976640622 1.06785170399711 0.450140233676717 -1.37234194147522 1.86582236843218
1.01052992910656 -2.46083427434956 0.699452464610376 -1.14193961481811 1.31987736054885 0.167489396022522 -0.415938156229499 0.207829187360362
0.962582699612153 -2.51963043582845 0.932580130304726 -1.24176772134371 1.02670952609246 0.534031186517183 -1.36881335428403 1.60857396325971
1.02068008286592 -2.3445576686943 0.765028884698561 -1.39063415126067 1.14240536315278 0.809964745206448 -2.10370711337902 2.36881151384987
1.12771585355163 -2.68451153205327 0.805878976875578 -1.16187566142615 1.24061706003658 0.338264689160151 -1.36371018669185 1.93663590172301
1.04585601299016 -2.43790857833665 0.728295698852514 -1.15942168056991 0.986210255799038 0.465023609389315 -1.01773139374058 0.826991965536502
1.02204374740722 -2.2679081739578 0.714835800123931 -1.21816383123528 0.954531027018951 0.598301091579076 -1.9907124410807 1.88790387846645
1.28183193640385 -2.75219507917435 0.557288849922188 -1.1816936567493 0.93237893279152 0.654031680585439 -1.59203339402589 1.68905734843802
1.18002038149976 -2.48371592907946 0.55069854214094 -1.3026194791832 1.13783087070356 0.669171091170311 -0.971188954221645 1.06093879736782
1.06284643094542 -2.60771864882542 0.707670384289738 -1.27025057579006 1.08966125129436 0.492328823518135 -0.719420979010124 0.518905685678818
0.997306747638127 -2.43640475620284 0.736965769936493 -1.21355847336304 1.19219269363934 0.418990063209613 -1.04887906577399 1.33044129545351
