"bias_MLE_beta1" "bias_MLE_beta2" "bias_MLE_beta3" "bias_MLE_gama1" "bias_MLE_gama2" "bias_MLE_gama3" "bias_MLE_lambda1" "bias_MLE_lambda2"
-0.0572405297097857 -0.327103800700317 0.105692333646768 0.346302674743824 0.458609916956573 0.0553522364241026 -0.297891204691139 -0.895319314067984
-0.249678330639173 -0.230830292530449 0.370213358217265 0.397424274268223 0.541214735574715 -0.0939181190316994 -0.686754681322381 -0.759434464566603
0.169576253045061 0.680655441022461 -0.0156066731626541 0.121818161267035 0.215844607347935 -0.0560217419370692 -0.325819867751692 0.0915044959661431
0.0439311445401924 0.427299686354645 0.18264482611814 0.012628801789442 -0.561631291370602 0.174694243854653 0.290330087352831 0.782053631326167
-0.00408196731279281 0.00889162244071318 -0.0411897823190469 0.113171554346645 -0.135192159212321 0.074659460423728 0.0473235815199415 0.16713316821432
0.0501575140565453 -0.0803518925997228 0.169408097753188 0.0878802904346748 -0.0645524366831499 0.142761427991914 0.419377739120422 0.273575266719374
-0.102948131747139 -0.178192953635029 -0.063569405688521 -0.013330207684365 0.292922476144732 -0.0539647511949047 -0.443970714710006 -0.52908723811099
-0.0379570602638963 -0.239016941230989 0.18652691700403 -0.158051386999252 -0.164973953188567 -0.0812943316975223 0.904003710844046 -0.0202623226298703
0.0767606623392381 0.170087473313316 0.312587182843838 -0.0449168404815464 -0.332535996871361 0.114671971930505 0.834437691507164 0.89134949001936
0.0119051857729196 -0.122865927031256 -0.377488101547964 0.683540585151381 0.66910552370673 0.0870648350452203 -0.168786365277348 -0.223478662398634
0.252653453752206 0.220013555832501 -0.2719097252349 0.462635075658439 0.463170745602431 0.185995378518686 0.979165721183921 0.931676834929177
0.160461129914995 0.284788630305407 -0.203936751852086 -0.447492850763292 -0.146530478940735 -0.512562356165857 0.162735295038094 0.12184385704367
0.145288334975936 0.267714050433431 -0.32674418011599 0.330201322706422 0.0173136372122134 -0.0422797508752268 -0.566656131234986 -0.114861198871426
-0.180086101712303 -0.437965675777591 -0.168784036625281 0.355971850009806 0.154163261939248 0.253778813471513 0.00795725743090799 0.163855071962975
-0.146485498767311 -0.0492301249011177 0.27574280892309 -0.147417535660738 -0.3992998523855 0.103855342082508 1.26028406462431 1.50227875908388
0.0196231561663402 0.196492403305964 0.0955013900674035 0.599202821439864 0.649737654064387 0.180447487521026 -0.406555392823972 -0.453868376400109
0.0739735920675861 0.196754092170675 -0.0496853762220001 0.107938674447015 -0.0456316857929639 0.164167102189105 -0.213816222971756 -0.209309111025224
-0.132138167397 -0.0745252509630465 0.259731179447324 0.831986839936804 0.906073987095355 0.154762727497558 -1.02854233034592 -1.27895284792657
-0.00464048262841866 0.321084993733615 0.378146414627796 -0.00360343896952627 -0.120390830665116 0.126998158275871 0.344945220767345 0.129393150276244
0.01747713975898 0.207044597388116 0.345803741939281 0.00259747404546503 -0.0682013728985106 -0.0998496853181801 0.0368343870383879 0.331302100841256
-0.174651232029987 -0.225255370431588 0.136484655264967 0.462748087253221 0.915720385875374 -0.519012866457963 -1.26076774618508 -1.35353475755612
0.185450255437373 0.21518229659817 0.0584004206345892 0.229074085881686 0.205275096009224 0.198745123892465 0.363024683346977 0.272728221468183
