"MLE_beta1" "MLE_beta2" "MLE_beta3" "MLE_gama1" "MLE_gama2" "MLE_gama3" "MLE_lambda1" "MLE_lambda2"
1.70655639970473 -1.82752291106111 0.888304743820611 -1.22397592552049 1.53380557039422 1.29807063030184 -0.595456326672583 0.676878148756724
1.59536932895055 -1.79481784909826 1.13002243080229 -1.1542888035043 1.37441069553724 1.39031228832824 -1.40565908767469 1.46694465827524
1.82143612698706 -2.00631581425627 0.856303619930189 -1.26365982713616 1.23600757717146 1.38527255186013 -0.85298506809718 0.958982996904867
1.75458966511559 -1.82064493429348 1.05991324614979 -1.16508702246815 1.20351577089189 1.5246872382792 -1.5987203198771 1.6974959027179
1.88172775057121 -2.62669498269747 0.894900173984796 -1.04096464134317 0.953162420008524 1.48034920291384 -1.06716211552312 1.44984919969427
1.61743696501704 -1.5168716149908 1.19127113193656 -1.09944280711228 1.31928915028346 1.3100172940945 -1.51510157076919 1.29370920819608
1.98072176381643 -2.42947998245885 1.03176501744135 -1.16046858154207 1.42669124422844 1.21136877504612 -1.36643547627017 1.71651394064371
1.81078088367431 -2.05416026367327 1.0518893847311 -1.24305384058595 1.26982075323913 1.41203758172951 -1.63798623517659 1.8481737244872
1.98077781407959 -2.22497653273894 0.796809420872462 -1.12932530991653 1.32614674387614 1.44386889376455 -1.22531935391788 1.39775190458218
1.76414331603026 -2.13731364351175 1.03381472009199 -1.27405772951881 0.906156981939143 1.67365657430694 -1.08953246190766 1.04593050561005
1.88145331444285 -2.05276691842572 0.82303956395051 -1.38107829327868 1.45995075995048 1.37786876878022 -0.833454792844714 0.900430761629692
1.66828230954555 -1.68828382541155 0.983177180774815 -0.95489877090755 1.1768340526075 1.25492244235001 -1.43102433876091 1.7178097427579
1.73443164329454 -1.72166878438243 1.13748387415288 -1.40798561942537 1.43830784204474 1.44850263963646 -1.13960687590401 0.958738259222928
1.70133966272443 -1.91805290394168 1.00621068892202 -1.1582874621732 0.943503049665252 1.548126298725 -1.65172408688754 2.04490226094672
1.75505396051655 -1.73859953934963 1.17787899936314 -1.30087080815122 1.33207056402032 1.58640287564109 -1.57713562903087 1.31554404299922
1.7581024394877 -1.72743812226391 0.879279262911999 -1.14923539368452 1.15268953004079 1.29645094940798 -0.905185943696254 1.13317036918608
1.87611323713089 -2.14221231372641 0.996893863253952 -1.01457302184451 0.926533701381631 1.41149389499829 -1.3623747923053 1.50589052048412
1.54087063678936 -1.57119609583912 1.26069716106427 -1.18999074416233 1.20282756184099 1.52956365576016 -1.67894938921559 1.51705496906559
1.77007383273578 -1.97527709405317 1.00998960530824 -1.10057589336238 1.33958017768584 1.3688593960223 -1.35598639758097 1.32934034325375
1.6580382887557 -1.56662534504504 0.791202018265119 -1.15337641232473 1.20522073293988 1.43598901456859 -1.04344673770545 1.25694086808072
1.89743739304585 -2.34178189925018 1.09038979685722 -1.64118159220525 1.78485569886956 1.57027335543604 -0.873703024112464 1.00095369790353
1.78933509558997 -1.91310151063947 1.01429851002542 -1.47336534447527 1.40462381958883 1.57314446178062 -1.30264964534977 1.47930185766754
1.69448194455582 -1.58866124650702 1.17561684999315 -1.51659414045885 1.45713202203342 1.8080091183527 -1.45403331651758 1.44985198877428
1.87558159339687 -2.3062723503241 1.01938780079945 -0.957550865611404 1.14834922173523 1.14949452521397 -1.72640680530104 2.11590698889777
1.54084143607409 -1.27191900604266 1.02621175249621 -1.51572265913933 1.78698807369857 1.46145931015669 -0.571709984640621 0.436865107364602
1.84932708065198 -2.29234735451518 1.06015590845616 -1.27912885310471 1.19367037796799 1.5159569985643 -1.24308437560116 1.48642414534222
1.89212418302259 -2.35384090782033 0.886333452187331 -1.16078745612568 1.12241545288058 1.46912946079338 -1.46969359207764 1.6997655271106
1.82601314113808 -2.12633015470501 0.915714910912252 -1.32556559549429 1.47903321975629 1.43497546204408 -1.04756250620066 1.34877743121488
1.87955674459509 -2.13934042677018 0.93243163160229 -1.1811467701385 1.10499141085988 1.48938837778954 -1.49209500110563 1.64785213699318
1.67333031005767 -1.83608162106646 1.06360805238395 -1.15235033037677 1.38031926284348 1.3030816856802 -1.15033204841762 1.33710701767847
1.90693562722192 -2.56940938603264 0.962709101389564 -1.4350793002642 1.48502300771809 1.44744942934555 -1.12178676384734 1.43739806952104
1.58694051677649 -1.42245599428004 1.19160183096682 -0.981716128987249 1.18396195003086 1.31251260200237 -0.947781420696138 0.505624674804382
1.69795649156119 -1.87685668106734 1.17120642725461 -1.20440900999633 1.33449292043374 1.36525108854633 -1.15015223811981 1.09971359107815
1.84708430060024 -1.8372614899543 0.896784847804824 -1.4081321920595 1.25825330893327 1.61931820105819 -1.01957566482447 0.865071284998641
1.66101316652454 -1.71256642693831 1.12916999596827 -1.34601483640031 1.2286504584413 1.47602386911577 -0.898780859317762 0.884641112625921
1.73715906154272 -1.51762853924874 1.17198649999977 -1.15067171638665 1.48289647465281 1.28112864499301 -1.29850702220784 1.15951655411251
1.77482029905733 -2.01440585910357 1.05905952494714 -1.48897151841697 1.5263297291648 1.38984678985384 -0.696261781760616 0.604875162592531
1.78330663417747 -1.9797527683166 0.870724854315501 -1.18116340439162 1.27132182308766 1.27722596806855 -1.15977503830103 1.05487536054547
1.73190363982109 -2.01846464779917 0.9672070637768 -1.10346504520842 1.23291795353996 1.21813518339623 -1.12072264787048 1.49217630999862
1.99355249570016 -2.6610475052036 0.764362267499017 -1.34996897124037 1.55556961731614 1.38297044749698 -0.827485799085781 1.1484176319856
1.7950305453868 -2.0673186927215 1.13609244153764 -0.831513786448038 0.851908250576461 1.28012211154061 -1.70857510830723 1.98616835709197
1.76883385539287 -2.1890636069922 1.12357980644924 -0.989520804355409 1.03473777805493 1.34323158634928 -1.6063902010606 2.08624356089141
1.83041009473938 -2.05750557204126 1.12674436969975 -1.28169114947123 1.26838827648098 1.56205482959711 -1.4683304848855 1.69514674111695
1.70658268694109 -1.65819548114778 1.16319127920525 -1.04259398759703 0.952766684453157 1.41096419644332 -1.48583571093689 1.2045194707863
1.61471125673368 -1.49789441208623 0.758352601000511 -1.20883648072736 1.28049945554877 1.38021712196257 -0.948504113152575 1.17723339517358
1.43147224648519 -1.43843771729742 1.1176928516702 -1.33352786178813 1.40204773746605 1.50122176616002 -0.827732576760036 0.642275735785938
1.70311606880185 -1.53770885764278 0.956939155960089 -1.14238734283275 1.36752119536606 1.29607505436339 -0.855624432412464 0.726805239548464
1.65027077678383 -1.74248569044054 1.05208834201259 -1.27919641742094 1.34664664862923 1.42121694042006 -0.773468226154276 0.80744317152428
1.75706410445918 -1.99836666692676 0.997714598707285 -1.19548609520637 1.25878956030254 1.41328778582744 -1.2328703344179 1.19194998518554
1.70961059613626 -1.87078308056178 1.31520537606805 -1.10596950949749 1.02251640450594 1.57070497285498 -1.88599146106075 1.89223808199211
1.89552603163155 -2.04520771731415 0.806190466724387 -1.45972682349422 1.43904855084094 1.57453637409755 -1.10301195062552 1.19600340640609
1.68069231908456 -1.67844035873167 1.03775809591193 -0.889912454658575 0.652502304648639 1.45937317420902 -1.9050566768385 1.81570585771221
1.74863979433744 -1.89967052597119 0.785108666311164 -1.2797570697824 1.34589611705272 1.47397040407735 -1.14544725592819 1.38651877507747
1.92684496716867 -2.34129324401985 0.993471694000572 -1.04679519672778 1.13926310668 1.36709838741522 -1.46468345955796 1.75202128861876
1.83820782866913 -1.92177159897259 1.0226104536283 -1.2248483789179 1.27231220276341 1.49220469619601 -1.39039149479594 1.34964474492719
