"MLE_beta1" "MLE_beta2" "MLE_beta3" "MLE_gama1" "MLE_gama2" "MLE_gama3" "MLE_lambda1" "MLE_lambda2"
1.59569720454354 -1.57432020036286 1.09194728125473 -1.06173644051082 1.22683529776161 1.33583099697467 -1.24810074399425 1.12934303878177
1.77842150264017 -1.88837983789398 0.927761929193983 -1.309192263654 1.40674431738753 1.34836999574168 -0.689858521849615 0.682096378550405
1.84403639031369 -2.1570782953588 0.891126289266707 -1.11585906726149 1.32444678704673 1.29769996858105 -0.787948997253027 0.882952345002883
1.88389941023414 -2.13837150824295 0.98122231338644 -1.27260011796384 1.53207117224851 1.29453264863273 -1.11666440994284 1.22647548446618
1.80357012687159 -1.90745027828132 1.04406273626985 -0.975197092069822 0.974787815759919 1.36741964607115 -1.42840683324312 1.54670543703557
1.69597406893867 -1.66860835373461 1.07477928753293 -1.30249284779489 1.24735012336938 1.58909299562431 -1.44049476512098 1.51466203798609
1.87733484919225 -2.23620657505772 0.857475612932908 -1.42382674379472 1.36211877765063 1.57448808252733 -0.939346489406837 1.1769013651487
1.78948321918598 -1.98978778062163 0.943386165420238 -1.2515066774562 1.33812700008506 1.42070594511054 -1.15809677668124 1.4119339214319
1.88803664953913 -2.17606112434812 1.10189432392726 -1.3183559725429 1.46232741752579 1.50556252108748 -1.40854391360366 1.49453823837443
1.77456044634151 -2.12302194840565 1.08951345480383 -1.04917155837541 1.12422373590627 1.30089601187101 -1.57756071790131 1.91026608255221
1.81844500710459 -1.94864767304782 0.969127902752311 -1.21939570597721 1.29330586787034 1.41001396929231 -1.46785575490731 1.72508517439374
1.63047557978337 -1.7205599901234 1.11026598056013 -1.04168986476595 1.21985706739738 1.27717419404192 -1.4050536981293 1.25775813796192
1.93577441332116 -2.35194411556591 1.01549678886817 -1.24203499741053 1.21541500564853 1.52708404494087 -1.36302147169704 1.59738693270358
1.80724358943714 -2.11550144812035 1.1157817025884 -1.09788107587502 1.23309229595896 1.44367136548933 -1.32779133745655 1.37772234628963
1.85954173632973 -2.15476889062331 0.939827835367814 -1.18340717376103 1.26840957742931 1.44281851300441 -1.34968271702033 1.60328527776988
1.92142182020992 -2.32213291885399 0.975335242334238 -1.01847944293264 1.15833696853617 1.24181051156562 -1.39030844944487 1.90214872048306
1.66172474889413 -1.90035408220865 1.10665368887337 -1.12091788699524 1.16046919037238 1.41600587616782 -1.22265168069471 1.19910218908489
1.63597052085065 -1.61136300223957 1.12818083635279 -1.31370729770971 1.4505019839646 1.45818431576569 -1.00859988252616 0.929314035514037
1.7766466191767 -2.04919307512898 0.980454279529278 -1.51920899903273 1.6971301968684 1.45396796745429 -0.852435366077512 0.778512511567892
