"bias_MLE_beta1" "bias_MLE_beta2" "bias_MLE_beta3" "bias_MLE_gama1" "bias_MLE_gama2" "bias_MLE_gama3" "bias_MLE_lambda1" "bias_MLE_lambda2"
-0.0519131112751486 -0.0862385444694469 -0.111695256179389 0.0199799379337458 0.179850438764788 -0.072806692641541 -0.503786394439514 -0.479324500956366
-0.113683706138586 -0.102591075450869 0.130022430802294 -0.0380926637464193 0.0572389965671095 -0.00691979405125998 0.171382573062245 0.128418967904028
0.0119089594372565 0.00315790712813491 -0.143696380069811 0.0530498559468036 -0.0492249406373409 -0.0105196058141935 -0.289179109919017 -0.262320771611641
-0.0252279638246702 -0.0896775328532615 0.0599132461497915 -0.0290941479432076 -0.0742186377754718 0.0890623130565706 0.332266933230918 0.305766079013767
0.045404305872894 0.313347491348734 -0.105099826015204 -0.132529465547359 -0.266798138454982 0.0573922877956006 -0.110698237064066 0.115268615149439
-0.101423908323865 -0.2415641925046 0.191271131936555 -0.0837976607397687 0.014837807910351 -0.0642733613610732 0.262584642307661 -0.0048390706184018
0.100400979898018 0.214739991229425 0.0317650174413528 -0.0329428487149428 0.0974548032526498 -0.134736589252768 0.13869623022514 0.3203953389567
0.00598937981905998 0.0270801318366358 0.0518893847311024 0.035878200488292 -0.0232148052006719 0.00859827266393918 0.364988529313828 0.421672095759382
0.100432118933104 0.112488266369472 -0.203190579127538 -0.0588955750695574 0.0201128799047198 0.0313349241175327 0.0210994615982326 0.0751937727555224
-0.0199203799831878 0.0686568217558774 0.0338147200919883 0.0617147745990089 -0.302956167739121 0.195468981647816 -0.092056281743614 -0.195438072607651
0.0452518413571411 0.0263834592128596 -0.17696043604949 0.150898577732232 0.123039046115754 -0.015808022299846 -0.305454339296072 -0.307360952592545
-0.0731764946969149 -0.155858087294226 -0.0168228192251847 -0.204251024243709 -0.0947430364557725 -0.103626826892847 0.19252028230076 0.321392109813768
-0.0364268648363646 -0.139165607808783 0.137483874152885 0.173321349521146 0.106390647726724 0.0346447425974699 -0.0503276034133254 -0.262509031366978
-0.0548112984864269 -0.0409735480291583 0.00621068892202015 -0.0347604481890007 -0.274228423334422 0.105804499089287 0.376436739072951 0.573001739189784
-0.0249700219352515 -0.130700230325187 0.177878999363143 0.0840590067926859 0.0246696646310188 0.133144911172204 0.314279690859061 0.0119569561532472
-0.0232764225068352 -0.136280938868045 -0.120720737088001 -0.0423038385962336 -0.11331574612247 -0.0739636075657264 -0.245678380253122 -0.128330485241477
0.0422851317393849 0.071106156863205 -0.00310613674604809 -0.154522481796243 -0.287281768167976 0.00820992499877913 0.135312326921084 0.15837732344932
-0.143960757339247 -0.214401952080441 0.260697161064268 -0.00834104653139397 -0.0747480293530841 0.0925454684001142 0.399124491012988 0.166965360819683
-0.0166256484801205 -0.0123614529734125 0.00998960530824022 -0.0828534221980184 0.030446290527566 -0.0222432885554997 0.129988664650805 0.0225694948105773
-0.0788676173579446 -0.216687327477482 -0.208797981734881 -0.038852989729389 -0.0729071285077877 0.0257064389775671 -0.130461051912125 -0.0331224091686746
0.0541318850254721 0.170890949625088 0.0903897968572243 0.367651326837709 0.372965922207353 0.12162382531146 -0.271914146572947 -0.230035616997288
-0.00592494689445913 -0.0434492446802642 0.0142985100254165 0.22780445372939 0.0804798612221758 0.123674615557583 0.0855413711248095 0.137924505898109
-0.0586211419134307 -0.205669376746492 0.175616849993153 0.263828450382371 0.120870786179552 0.291435084537641 0.211694430431315 0.115270760595598
0.0419897741093706 0.153136175162049 0.0193878007994501 -0.20204094532383 -0.116654444819054 -0.178932481990021 0.438672337750863 0.627620760690592
-0.14397697995884 -0.364040496978672 0.0262117524962138 0.26310221594944 0.374606210537362 0.043899507254778 -0.523575012799483 -0.663949917411845
0.0274039336955465 0.146173677257588 0.0601559084561609 0.0659407109205893 -0.0817920169476978 0.0828264275459251 0.0359036463342991 0.143403188724785
0.051180101679215 0.176920453910166 -0.113666547812669 -0.0326771198952647 -0.136603497784172 0.049378186280988 0.224744660064699 0.307511943931228
