"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_gama3" "se_MLE_lambda1" "se_MLE_lambda2"
0.226044849456046 0.579077861668492 0.23805459555271 0.489742070898225 0.65788934486274 0.287730581745822 0.737731021548213 1.008657849924
0.238663427813589 0.609693915903739 0.25044634143602 0.406009841012961 0.617659409998132 0.286974065862284 0.663140484466461 0.868301093848645
0.291526197725962 0.748522208579412 0.312288807722454 0.548016881441016 0.661788372024868 0.347588065612274 0.79109601779931 1.05518236143858
0.287102860776697 0.616641502811102 0.307733951094763 0.531362236947262 0.68397597213541 0.458920964530018 0.818298094229217 1.19174169478532
0.218969927598569 0.511792014143448 0.249686904592867 0.419203982294899 0.605779093221096 0.265074937238432 0.831557531402682 1.04940429798422
0.207821395186565 0.512287719073495 0.234811128529186 0.553267682906782 0.83365803054571 0.269133728161286 1.12603995893381 1.47213431638029
0.345365288789973 0.866276571266268 0.354549715591693 0.33162944272179 0.43284415066554 0.266992700360096 0.493029345968426 0.73079920056973
0.22249185430527 0.509004006361543 0.208481053019487 0.377051869417082 0.516886567478059 0.27225746931437 1.22416604232889 1.47450479886913
0.211214993235293 0.502186003181469 0.215607458772949 0.537251761700509 0.760445916083596 0.31251239118543 1.0671258994737 1.44858449765958
0.16735847995049 0.47656913455493 0.192032701823565 0.405909065296381 0.475193255139387 0.283968834035779 0.78648075158763 0.941043254405428
0.142060192527135 0.437615381948824 0.149087830597116 0.361846335334895 0.499032002711963 0.262088104401625 0.87331550830548 1.04675140153311
0.31944637233213 0.70558983463154 0.290237715044865 0.435671379638031 0.566031982157523 0.290296602578879 0.827237909040431 1.22696456247137
0.213134214183089 0.496955011402575 0.240310204518275 0.383849224620082 0.510982660922201 0.271070082762133 0.672532206309338 0.905060753329182
0.217812614822932 0.549291018784013 0.284715995516223 0.363379145714773 0.519566414034987 0.267413825631883 0.664553311724488 0.818702340691412
0.241707586254137 0.565115895523627 0.245877526674185 0.376060281481987 0.624113389292465 0.269502283852022 1.02433595948069 1.45641898489946
0.20583094513992 0.58292254950879 0.237317532618124 0.543772461001991 0.758788243715583 0.27661379351023 0.729620138167319 1.1173935802538
0.275125372935051 0.704234424380054 0.347053398190784 0.607874708789352 0.770840395453169 0.343837899017503 0.865187750623718 1.23679809520686
0.19601355204884 0.551161270019744 0.255804721800897 0.497949322983241 0.672436737273214 0.298067294083778 0.724642112173207 0.957285414218263
0.297143508758168 0.703156753153403 0.301561247980495 0.656041298574054 0.919623526009219 0.375994586223255 0.727407944667245 1.23642747080414
0.277720726440617 0.66517487751219 0.271656743109698 0.379656876940786 0.54910482898264 0.31015637448533 0.667544623464688 1.08829601109496
0.254382982860154 0.604853099769167 0.227269841905522 0.415194668714412 0.571120555981205 0.295194549427141 0.809993431564156 0.919238665104725
0.201841960052957 0.544998033809326 0.219820889485338 0.376634162272143 0.478587481168881 0.31521782089665 0.692709520301748 0.887454780977004
0.305229238024017 0.567979226722873 0.282245688331313 0.350366304427482 0.492948187610758 0.279707998294218 0.609027682682466 0.897110852403412
