"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_gama3" "se_MLE_lambda1" "se_MLE_lambda2"
0.153125629184012 0.36350802333926 0.166162643573312 0.184760263754911 0.240103928555619 0.134993558855434 0.278876722429095 0.35474535561623
0.137592038536041 0.334609660181185 0.138940858629804 0.174208199715975 0.223740280085368 0.140701316388467 0.36351657692498 0.46873030283361
0.128213130491918 0.297656055814776 0.142194896863787 0.203423112994518 0.286529892876262 0.129875084358289 0.326367855340142 0.46049563754098
0.122247755404714 0.295145316914753 0.13506941514581 0.180710398703603 0.235048077613489 0.134760122892121 0.351270116439578 0.451111955789689
0.143563731465697 0.319673447192083 0.163863659971819 0.164628301298841 0.226539015132782 0.132154329701991 0.292536103565761 0.398312157592039
0.129961349156813 0.310790345935783 0.128093142079454 0.170428744756278 0.229453914084657 0.136642561874329 0.381800204516584 0.499185315972454
0.138660146168607 0.343696209233924 0.131498005774072 0.196658336133872 0.239442831414406 0.14291819641324 0.338541331997904 0.42995042822561
0.1149318680699 0.280918427357858 0.119727248088044 0.19789395943917 0.239316458464552 0.136515867005117 0.434273560575625 0.523121063030856
0.135911440365127 0.333025076891645 0.147972129538213 0.169212186632693 0.235860174320033 0.130825798282186 0.308041643027857 0.415374819110064
0.115172755869667 0.25811273613976 0.144110137437916 0.166866351840324 0.217268702546525 0.130887816437781 0.283262161679682 0.405772164652732
0.123122421276374 0.298184587589998 0.135236286546345 0.195776377589718 0.251770788694954 0.137602490291623 0.316984987512045 0.420644592991148
0.151982960735872 0.356372322394331 0.148117709894804 0.172408093175302 0.226868136675827 0.132026398762091 0.30978950479251 0.42703886787837
0.111344529604254 0.273829903003799 0.117983769561534 0.183351847825624 0.251460037529641 0.133281994159604 0.315397458804412 0.394458801165685
0.120710492170657 0.277852724336801 0.134527437771816 0.167097788437041 0.230634118721462 0.13472411727086 0.323754156725434 0.457150817001836
0.109913037988463 0.269755553580803 0.120324688953454 0.174483078119665 0.226082491614083 0.131447030256463 0.354070923639278 0.436810805639844
0.139708161014326 0.322202856132152 0.14777660117785 0.197071696126174 0.260466724040308 0.133886059625289 0.313141369335957 0.430824068247704
