"MLE_beta1" "MLE_beta2" "MLE_gama1" "MLE_lambda1"
2.54424782134458 -2.83407042595147 -1.13848687631138 -0.657903490752949
2.71812260798123 -3.08749227170559 -1.27431101812057 0.0444341472907927
2.63454323894272 -3.0717742252125 -1.37760744462308 -0.13514735633571
2.70500774329426 -3.07234271655066 -0.975967756641519 -0.589438169575022
2.61673528203652 -2.94665549145403 -1.29681444480479 -0.321203659565512
2.85211329332595 -3.2747013842138 -1.19798147532749 -0.781603540496884
2.56758559712799 -2.76578400192868 -1.32426474814942 -0.352702051849305
2.70767215119523 -3.0695421466968 -1.17558533741638 -0.00964948921933086
2.78323209654407 -3.3198511327249 -1.17044561359178 -0.8301145190918
2.79131057560064 -3.17864729211572 -1.43549090334428 0.118418518619296
2.72642413535148 -3.14916200645752 -1.35496819096968 0.0890749906410031
2.86617576052113 -3.40102817419716 -1.38180261657267 -0.00493085797937722
2.5933365811996 -2.8794774410775 -1.41477101361208 0.184649262354855
2.60531885873524 -2.97613873706869 -1.49844935735075 0.207388065710038
2.62519002774715 -3.09478230378143 -1.48333183846713 0.28231981754365
2.72329288266221 -3.07723851988097 -1.15276773048205 -0.172726034653861
2.55550697881697 -2.93828312601387 -1.38290697092891 0.0316603662355088
2.64692629906912 -2.85552141455249 -1.12345549413539 -0.560519677507519
2.74978946832632 -3.21983856401606 -1.08465583717604 -0.615361119869021
2.60180241150236 -2.91818448761857 -1.2386984794482 -0.247519771265285
2.68357132267195 -3.03439961547569 -1.81194751237548 1.07843971521176
2.78413447172071 -3.19791392898239 -1.1430831878007 -0.513242911614948
2.70745505607742 -3.12889234977987 -1.38065218010663 0.391777564842881
2.65831878992042 -3.08338035450593 -1.431944503964 -0.088266386727038
2.77626706270844 -3.2695145801937 -1.22045845804629 -0.191794564635435
2.75553031900497 -3.36265120245416 -1.51213088387534 0.624580483296923
2.7527955573406 -3.22108407008925 -1.11594464698864 -0.16421489772039
2.63579982115562 -2.86406324993119 -1.33878450954367 -0.101289520705893
2.63214384848697 -2.99241056376586 -1.30148379508247 0.0198389429823088
2.63546481524785 -2.94393417789799 -1.21585675075675 -0.335195842408846
2.68710703064774 -2.9874516477482 -1.24918752496497 -0.602070839902107
2.66621580055763 -3.04656537864124 -1.30755168487044 0.134479377096704
2.6254780857746 -3.0668471012262 -1.51399603940211 0.416942699529103
2.69680498796849 -3.08696275154443 -1.5109648052429 0.653271627191293
2.56528331486371 -2.91948031095675 -1.22848119598552 -0.11647133181941
2.62966542121469 -3.0435532292917 -1.43165996701675 0.0783900900623095
2.70486836719826 -3.06720563093176 -1.40040841099144 -0.45642656559918
2.74705452887752 -3.25914589949942 -1.27552325527554 0.00997564370059452
2.72976664768838 -3.19202016459112 -1.47172567330081 0.0823548926834739
2.69809444126853 -3.08522999467432 -1.39661310710004 0.0207536600069229
2.87578821185112 -3.45547717095026 -1.52817600448384 0.263866867691823
2.71889330772124 -3.09062769290388 -1.14993732399925 -0.70048722182323
2.66905804520205 -3.15495676223769 -1.323156938624 -0.347645355479171
2.79008126189256 -3.13257906000679 -1.24061307800734 -0.147270380342435
2.64527393789353 -3.05129873889587 -1.06551877447247 -2.02015949901446
2.73665259603438 -3.18683833765107 -1.33151237802345 -0.174971463570246
2.69753493153218 -3.14115541662565 -1.23841018162279 -0.521846244784424
2.72159507416338 -3.19726413749422 -1.25888071257547 -0.570199492736757
2.64773777944629 -3.06030614912338 -1.32715212753149 -0.106240396667457
2.73312998705228 -3.13429580720735 -1.13672317864609 -0.200837932445965
2.65221367696463 -2.98973696764078 -1.28328921343469 -0.264189287323318
2.67609683533446 -3.11211629562773 -1.42101022149518 0.367431050815313
2.70124891931717 -3.1403011687981 -1.86303427117036 1.19046483881849
2.77232249992761 -3.16168431100716 -1.20234046494006 -0.548690186082768
2.76733965964453 -3.30455301249902 -1.67263359621702 0.120500848783057
2.73996860226183 -3.05759148158216 -1.11741311566643 -0.365876413519208
2.6904280057704 -3.03784278160465 -1.2241988843666 -0.156791728980373
2.76560956729641 -3.13398249298167 -1.00345546411144 -1.14070859782401
2.67309208770214 -2.96449203691522 -1.24007689336145 -0.635797705133764
2.72585828412417 -3.16472379610503 -1.41526954494512 0.170965393734062
2.75033650108052 -3.25535716021129 -1.27545962362937 -0.114589547694698
2.67544624214566 -3.12980154514587 -1.21682710109809 0.01879165644829
2.61587563875251 -3.05388279321199 -1.29715862042768 -0.274741726072657
2.68330491873032 -3.04368650511199 -1.87947215508863 1.70656301763472
2.72556561094247 -3.21063719835745 -1.66320989659049 0.546337107340674
2.75145186669903 -3.1947158011635 -1.26134973220559 -0.484116893878673
2.77827559600419 -3.16115109696259 -1.38387237926736 -0.0269446330603672
2.7259181807889 -3.07838811067538 -1.29193141161784 0.375143483926598
2.82894328443639 -3.28325138359703 -1.45396144660199 -0.494356467605913
2.67792870863067 -3.00004339269394 -1.55356842795144 0.903913104809085
2.64257528795691 -2.95852629389589 -1.26043238565513 0.281712250846584
2.50750388651852 -2.86556683155805 -1.43377210098457 0.385444374603726
2.62559827692218 -2.97312266000717 -1.2445835505589 -0.489673377721302
2.79971451193622 -3.33801601703812 -1.44773363409517 -0.0537280082081944
2.78176220110396 -3.15888487389438 -1.64767738512789 0.450463098559805
2.69368882483835 -3.16596275496058 -1.78466316342281 0.785513540281273
2.84080385647712 -3.48635309196247 -1.56244302186572 0.675395073838534
2.73719448530059 -3.11702260474451 -1.51434202661296 0.101860955385611
2.64697126413549 -3.04467786337044 -1.50942452458024 0.100665531236952
2.68532096262114 -3.02763231590102 -1.57082230716374 0.275984543372455
2.63550161191017 -2.99878021304666 -1.34469903035286 -0.165202762881895
2.80448170122607 -3.34758017669237 -1.06875526223299 -0.36229144669115
2.73337678479068 -3.0531628540074 -1.30741184360668 0.324932544746883
2.715709182675 -3.22708552466668 -1.39065508906008 0.3949846442639
2.88925479855312 -3.28507735365233 -1.29352858102109 -0.841182028213937
2.73352041359802 -3.07333986038469 -1.3543117363202 0.206345652571647
2.72069391999156 -3.1722802188524 -1.53413274618151 0.109070866006021
2.70712346285906 -3.21270137932196 -1.65803867632839 0.740461264685342
2.69856827861614 -3.08741788504114 -1.05660890825545 -0.863172041284097
2.60010514009349 -3.1299124767007 -1.42850485278385 0.18810294871323
2.78686376483455 -3.33557320999948 -1.36352783342058 0.410847530542321
2.74723133070854 -3.11533458511209 -1.19309432554226 -0.637276282074212
2.65617492258013 -3.11936545186949 -1.49106861790922 -0.654943952274545
2.62806066654116 -3.12538771562378 -1.46341467852894 -0.149363296898745
2.83332575174902 -3.22961410644913 -1.64483459393786 0.207698763515575
2.7297223693235 -3.06009564397857 -0.980833093002124 -1.23187252583022
2.68815117016254 -3.00202138487118 -1.11943769796806 -0.352749136014432
2.76750870653321 -3.21325846543499 -1.42740497749149 -0.5412634872015
2.8765482514218 -3.34601565714218 -1.47260231671838 -0.24973717916626
2.76334716644713 -3.19724269725488 -1.25900532004193 0.00268508854313148
2.65816199988395 -3.10321018510552 -1.46624900875184 0.391829629876451
2.66022134540569 -3.08678236002965 -1.4033127377999 0.0603671072863124
2.75615115498238 -3.10719289623713 -1.08186053960929 -0.776992282613059
2.81143142901186 -3.25271252620792 -1.21586145680869 -0.269820266574194
2.70324208097577 -3.11247924242437 -1.39446098918068 0.345621672832404
2.73302272032952 -3.24822197734736 -1.2840695758342 -0.65917760673043
2.79856300933005 -3.21910054064584 -1.31319841195001 0.157791065991038
2.70089777723669 -3.00913182634426 -1.37330559898272 0.0953819619456667
2.59096827200199 -2.96756656218097 -1.75980379890143 0.879754200041799
2.58665330269819 -3.0722233336444 -1.3211840838379 0.0692089351849315
2.73456832457415 -3.26128833628232 -1.52082084292338 0.523485444617036
2.76979311492639 -3.20107439691915 -1.03399988715599 -1.2522565578436
2.75742238124346 -3.14600950904312 -1.18125007335598 -0.338209951926189
2.68008971771554 -3.12918811433971 -1.24894996869745 0.0714776205620856
2.62232469317998 -2.88943594577542 -1.51818360039583 0.215661204167297
2.63516034612238 -3.01145795008664 -1.51477054072679 0.473518557371039
2.82498479136205 -3.32715131263241 -1.34887963176471 0.150565559311122
2.76324052816513 -3.31357256955444 -1.46234241233568 0.0979747626338425
2.78742525524401 -3.3484184912313 -1.54215718222331 0.384896681376187
2.52885964053103 -2.87494183438091 -1.45158114398532 -0.305668235593039
2.67372744370386 -3.09398487060913 -1.40953294040963 -0.0639446690686259
2.53834911378393 -2.98351269061481 -1.51166270030618 0.45355655035455
2.63433178574086 -2.93252633864952 -1.30975434165243 -0.240458001459665
2.64462846837108 -3.06313980190564 -1.22660710931791 -0.2224082602793
2.83215433542471 -3.34101408881646 -1.43734838131133 -0.0180729754706388
2.77952684448 -3.2298485845009 -1.33019439597695 -0.195304856505761
2.70151856439717 -3.11376542421258 -1.30798570197644 0.0124631514487718
2.63448605191658 -3.01758516485865 -1.73682565859536 1.12038927793398
2.84777275341151 -3.40827155718822 -1.29846760342622 -0.115471430693798
2.65942177962463 -3.03031311689786 -1.62793886613899 0.284010715902761
2.74494405480136 -3.21944947607373 -1.11296264210857 -0.217252135738696
2.70224054431081 -2.98631182655762 -1.30452758051212 0.147799949663936
2.74690226434445 -3.09121281815199 -1.1687174257113 -0.776145242738731
2.92046359566968 -3.4287809192726 -0.933883714700834 -0.806696741078353
2.57721968342571 -2.87778904047809 -1.42609313705294 0.12904453157976
2.6462121838307 -2.99540785629593 -1.38336125685738 0.130171615025103
2.61219523636507 -2.94795582385503 -1.32314015820808 0.334558058469109
2.66758212789439 -3.04044000461316 -1.32270153182213 -0.223316843331328
2.73476694349868 -3.16640644601565 -1.14800469540743 -0.435411913051999
2.80758501499062 -3.22033930378219 -1.29245507731958 -0.200757322768747
2.56993636711081 -2.83996822779331 -1.1945109310277 0.110716748249492
2.68630661016532 -3.08898379549048 -1.27162655884379 -0.032754623951432
2.6938935101217 -3.03096956596506 -1.40121621860075 0.244801200591714
2.81813519858005 -3.1756351723144 -1.252432114688 -0.20422433817681
2.70540711887006 -3.13116482788924 -1.0315426718319 -0.662964137412365
2.76866782774072 -3.27555353980298 -1.85159506333724 0.558250847795249
2.70872990410999 -2.98323875903985 -1.3887535235769 0.0801441985641592
2.69256547630746 -3.09212726977117 -1.37474904998338 -0.244251767408972
2.68637765225174 -2.9336760254319 -1.19282998429509 -0.315933883788304
2.72305801097505 -3.23899756653474 -1.36273336535494 -0.0328221408589881
2.6567542931305 -2.98546470052755 -1.35056632601729 -0.254591550973143
2.60605152317524 -2.93121693282445 -1.57682603903262 0.376605055653649
2.73581891970102 -3.04468828737277 -1.47816376676316 0.465906001844202
2.64822601438201 -3.06428034618113 -1.14481713163116 -0.218417441137422
2.56749987175306 -2.98985138721433 -1.4299357602161 0.257994334936228
2.63262178368701 -3.01266991273667 -1.4145860435651 -0.0116263936426665
2.72748965852998 -3.13747573512405 -1.4049205306228 0.181975834946493
2.64278843108219 -3.03348961250494 -1.25798361977303 -0.175245943883284
2.59445275828624 -3.05225032451081 -1.76183609524877 1.1427153978974
2.73403075685388 -3.26639916881559 -1.95552360515287 1.22735481235698
2.82385943413574 -3.30770575653192 -1.31206172760649 -0.449611799674241
2.68446443720813 -3.15175857810216 -1.38768294414047 0.41248922471833
2.69127777263903 -3.13683092375037 -1.3037805414168 0.0177096281353692
2.71597986638306 -3.10254628673368 -1.39454077215748 0.426399859905717
2.68357484622506 -3.13884769869163 -1.45662724757262 0.312963247606151
2.72575795258097 -3.1689273365493 -1.47851046736158 0.576804655571657
2.82034678906555 -3.33123546537614 -1.27119351924385 -0.0505665706335776
2.67033868551479 -3.06904113806142 -1.23163649609732 -1.06659061267107
2.73194694536959 -3.06486373679874 -1.18019855203832 0.141168145029478
2.72972305881666 -3.07340643361482 -1.33869025672881 0.0164611886189405
2.65006200969477 -3.12875064815755 -1.5851721898411 0.708811132377021
2.78729270036435 -3.13667690742339 -1.52089907448159 0.248922206823989
2.70684302401195 -3.13350772192634 -1.27055508525849 -0.6681128893406
2.7515845516372 -3.21340352190381 -1.29330807224501 -0.121437958807338
2.67785786600638 -3.01376040236239 -1.58890015429368 0.604903310862729
2.58523696267642 -2.96319283182653 -1.47842189016177 -0.217956042571085
2.79147020035831 -3.29416417420641 -1.17553198336337 -0.388660410337207
2.68021723322312 -2.9326852413765 -1.3935507917321 0.354260962938697
2.6985577153791 -3.18385245199433 -1.33608012212201 0.0643469470519027
2.66371635834157 -2.93863826264485 -0.880906774213659 -1.3355919486547
2.63678142919832 -2.89290772445858 -1.45242620077577 0.0732044884196571
2.82226234307772 -3.25359147832329 -1.52412565121259 0.599681564249928
2.82604369814518 -3.29300215246094 -1.44084574391154 -0.542419959934987
2.62335808170694 -3.00483556861778 -1.78787693720166 1.32149692740999
2.47615111384586 -2.81781562682274 -1.50992216781137 0.859101408395091
2.57807489772061 -2.93202882160518 -1.70830219167717 0.922490489009157
2.7465338349976 -3.20074540983234 -1.28795858328932 0.244876395954285
